parking_node_id,x,y,parking_cost,walk_distance_m,walk_distance_km,walk_time_hr,feasible,hop_from_source,source_node,destination_node
cluster_1489279437_1489279440_1489279442_3241620189_#3more,7216.57,3579.58,11.91,2337.0533,2.3371,0.4674,0,55,7935712602,2296395497
416210563,7640.87,3658.35,19.2,2329.9658,2.33,0.466,0,54,7935712602,2296395497
416235300,7550.41,3615.15,13.05,2298.6502,2.2987,0.4597,0,55,7935712602,2296395497
9442789574,6799.04,3344.83,19.0,2281.0842,2.2811,0.4562,0,54,7935712602,2296395497
442760456,7106.73,3478.67,9.08,2276.0653,2.2761,0.4552,0,56,7935712602,2296395497
1594214784,7768.87,3612.35,18.4,2273.8127,2.2738,0.4548,0,54,7935712602,2296395497
418988941,7459.46,3570.63,14.44,2270.1278,2.2701,0.454,0,56,7935712602,2296395497
416226879,8011.89,3607.37,14.13,2268.8324,2.2688,0.4538,0,54,7935712602,2296395497
416289811,7047.02,3434.96,17.16,2256.7088,2.2567,0.4513,0,57,7935712602,2296395497
1489268449,7225.19,3496.73,18.7,2255.291,2.2553,0.4511,0,56,7935712602,2296395497
416246025,7992.65,3593.81,16.35,2254.3378,2.2543,0.4509,0,55,7935712602,2296395497
416307389,7683.87,3570.36,15.01,2238.1241,2.2381,0.4476,0,55,7935712602,2296395497
421163789,6955.41,3367.9,16.03,2231.4617,2.2315,0.4463,0,56,7935712602,2296395497
12803499336,6937.06,3354.02,11.1,2226.6616,2.2267,0.4453,0,55,7935712602,2296395497
418988931,7227.83,3458.45,10.77,2217.9528,2.218,0.4436,0,57,7935712602,2296395497
298584875,6874.41,3302.72,14.35,2208.5252,2.2085,0.4417,0,54,7935712602,2296395497
10220643198,7589.92,3528.27,19.26,2207.0372,2.207,0.4414,0,56,7935712602,2296395497
10220643199,7596.41,3526.8,19.38,2204.7059,2.2047,0.4409,0,56,7935712602,2296395497
10136635288,7493.33,3500.21,13.41,2194.6483,2.1946,0.4389,0,57,7935712602,2296395497
418988940,7500.99,3484.28,20.4,2177.6002,2.1776,0.4355,0,57,7935712602,2296395497
9442789575,6928.79,3268.74,10.09,2153.5845,2.1536,0.4307,0,55,7935712602,2296395497
1594214801,7833.88,3478.35,20.26,2137.3088,2.1373,0.4275,0,55,7935712602,2296395497
416208856,7121.17,3335.34,10.16,2136.8279,2.1368,0.4274,0,58,7935712602,2296395497
416191760,8215.87,3442.35,9.91,2125.6177,2.1256,0.4251,0,56,7935712602,2296395497
9442789576,6963.58,3247.0,15.31,2118.7055,2.1187,0.4237,0,56,7935712602,2296395497
416245143,7064.87,3292.35,9.41,2118.0809,2.1181,0.4236,0,58,7935712602,2296395497
418988932,7232.87,3355.02,18.16,2117.9014,2.1179,0.4236,0,58,7935712602,2296395497
416232528,7037.88,3272.36,10.38,2110.4445,2.1104,0.4221,0,57,7935712602,2296395497
9610108483,6844.97,3169.52,9.76,2105.6176,2.1056,0.4211,0,57,7935712602,2296395497
418988948,7957.12,3442.98,11.32,2102.2474,2.1022,0.4204,0,54,7935712602,2296395497
418988939,7536.2,3413.48,14.04,2101.7594,2.1018,0.4204,0,58,7935712602,2296395497
416300591,7747.88,3437.35,15.64,2100.4042,2.1004,0.4201,0,56,7935712602,2296395497
298584879,7005.47,3220.83,18.0,2077.0125,2.077,0.4154,0,57,7935712602,2296395497
1594214797,7657.87,3394.35,9.51,2065.695,2.0657,0.4131,0,57,7935712602,2296395497
418988947,7871.29,3402.07,12.46,2060.3691,2.0604,0.4121,0,55,7935712602,2296395497
1594214788,7236.07,3293.37,10.11,2058.3677,2.0584,0.4117,0,59,7935712602,2296395497
6835868987,6724.55,3024.81,8.14,2047.4079,2.0474,0.4095,0,54,7935712602,2296395497
418988942,7566.79,3349.6,8.61,2033.7298,2.0337,0.4067,0,58,7935712602,2296395497
418988946,7783.96,3362.13,8.96,2023.1445,2.0231,0.4046,0,56,7935712602,2296395497
6835868985,6715.03,2981.8,10.23,2017.7326,2.0177,0.4035,0,54,7935712602,2296395497
416191302,7135.22,3209.29,20.41,2014.4301,2.0144,0.4029,0,59,7935712602,2296395497
298584878,6948.0,3117.91,19.42,2010.6751,2.0107,0.4021,0,56,7935712602,2296395497
6835825381,6719.51,2968.29,11.44,2004.1464,2.0041,0.4008,0,58,7935712602,2296395497
416294155,8005.54,3342.56,9.43,2004.0774,2.0041,0.4008,0,55,7935712602,2296395497
9442789577,7080.33,3174.37,19.73,2003.6576,2.0037,0.4007,0,58,7935712602,2296395497
421162254,7693.98,3317.29,18.0,1985.2458,1.9852,0.397,0,57,7935712602,2296395497
298584893,6914.78,3055.31,9.41,1971.8222,1.9718,0.3944,0,55,7935712602,2296395497
418988934,7241.87,3196.36,17.53,1964.7101,1.9647,0.3929,0,59,7935712602,2296395497
416190298,7920.22,3302.07,9.63,1960.506,1.9605,0.3921,0,56,7935712602,2296395497
545312693,7003.87,3086.11,13.73,1956.7004,1.9567,0.3913,0,58,7935712602,2296395497
418988943,7603.68,3273.56,12.99,1952.9394,1.9529,0.3906,0,58,7935712602,2296395497
9584102243,6785.3,2930.39,8.25,1935.2019,1.9352,0.387,0,57,7935712602,2296395497
13130143614,6876.45,2988.17,16.19,1933.5881,1.9336,0.3867,0,54,7935712602,2296395497
418988944,7513.63,3230.93,13.04,1926.3549,1.9264,0.3853,0,59,7935712602,2296395497
416187388,8055.88,3240.35,13.74,1905.7537,1.9058,0.3812,0,56,7935712602,2296395497
418988945,7422.82,3187.06,10.21,1903.6016,1.9036,0.3807,0,60,7935712602,2296395497
1588088092,7246.7,3122.94,17.23,1893.9138,1.8939,0.3788,0,60,7935712602,2296395497
411929172,7254.33,3106.06,10.91,1875.4459,1.8754,0.3751,0,60,7935712602,2296395497
298584892,7083.46,3034.16,17.35,1874.9264,1.8749,0.375,0,57,7935712602,2296395497
416239712,7969.87,3199.35,8.61,1859.257,1.8593,0.3719,0,57,7935712602,2296395497
418988937,7236.38,3077.92,12.04,1855.2506,1.8553,0.3711,0,59,7935712602,2296395497
298584894,7045.16,2975.2,16.74,1839.1692,1.8392,0.3678,0,56,7935712602,2296395497
416294572,8100.87,3149.36,15.95,1819.7763,1.8198,0.364,0,57,7935712602,2296395497
416243489,7884.15,3158.62,17.45,1816.8409,1.8168,0.3634,0,57,7935712602,2296395497
416269655,8076.97,3139.87,17.76,1807.7282,1.8077,0.3615,0,60,7935712602,2296395497
15434380,7005.28,2913.79,13.53,1804.0815,1.8041,0.3608,0,55,7935712602,2296395497
298584896,7168.43,2980.97,18.95,1791.1516,1.7912,0.3582,0,60,7935712602,2296395497
416224607,7793.55,3115.12,18.16,1775.9755,1.776,0.3552,0,58,7935712602,2296395497
4318786921,6954.31,2834.51,18.23,1761.9793,1.762,0.3524,0,56,7935712602,2296395497
298584936,7344.78,3012.12,12.49,1757.2018,1.7572,0.3514,0,60,7935712602,2296395497
392323915,6947.15,2823.19,9.85,1756.2349,1.7562,0.3512,0,54,7935712602,2296395497
416256692,7982.94,3094.03,8.53,1754.6793,1.7547,0.3509,0,59,7935712602,2296395497
5824671919,6960.95,2814.54,16.95,1741.5404,1.7415,0.3483,0,55,7935712602,2296395497
416264089,7703.08,3071.08,18.06,1739.4112,1.7394,0.3479,0,59,7935712602,2296395497
416288983,7927.64,3067.66,19.39,1726.2706,1.7263,0.3453,0,58,7935712602,2296395497
416260625,6437.57,2259.15,17.76,1718.2577,1.7183,0.3437,0,55,7935712602,2296395497
298584897,7090.9,2858.42,8.82,1714.4815,1.7145,0.3429,0,56,7935712602,2296395497
416184890,6474.87,2307.36,9.94,1713.5321,1.7135,0.3427,0,54,7935712602,2296395497
416286375,7612.64,3027.01,17.46,1707.9651,1.708,0.3416,0,60,7935712602,2296395497
421146128,8162.33,3021.49,11.7,1701.5613,1.7016,0.3403,0,60,7935712602,2296395497
1514895831,7277.74,2910.88,19.08,1684.4753,1.6845,0.3369,0,59,7935712602,2296395497
416287016,7531.87,2987.35,12.54,1684.1756,1.6842,0.3368,0,60,7935712602,2296395497
416186645,7837.86,3024.65,13.92,1683.6815,1.6837,0.3367,0,59,7935712602,2296395497
cluster_392323913_4318773456_4611981570_6835868990,7036.92,2771.96,9.0,1665.5028,1.6655,0.3331,0,56,7935712602,2296395497
298585000,7451.4,2947.72,14.93,1664.8652,1.6649,0.333,0,59,7935712602,2296395497
416287733,7746.79,2980.39,8.21,1644.8855,1.6449,0.329,0,59,7935712602,2296395497
2160064016,7161.35,2813.07,18.07,1642.0267,1.642,0.3284,0,57,7935712602,2296395497
10129296995,7055.81,2749.62,14.45,1636.6457,1.6366,0.3273,0,57,7935712602,2296395497
416208085,7660.46,2935.56,16.26,1610.2789,1.6103,0.3221,0,59,7935712602,2296395497
9584102242,7101.18,2739.01,12.63,1604.7339,1.6047,0.3209,0,58,7935712602,2296395497
298584984,7199.72,2788.53,9.45,1603.1733,1.6032,0.3206,0,58,7935712602,2296395497
421146126,7991.23,2937.77,15.88,1599.1588,1.5992,0.3198,0,59,7935712602,2296395497
442755846,7536.59,2896.25,11.89,1594.228,1.5942,0.3188,0,59,7935712602,2296395497
cluster_295699948_442755845_8905696885,7382.46,2836.85,17.39,1579.0055,1.579,0.3158,0,58,7935712602,2296395497
1588087948,7779.87,2910.35,18.86,1572.453,1.5725,0.3145,0,58,7935712602,2296395497
2027440548,7237.37,2764.92,8.9,1565.8265,1.5658,0.3132,0,58,7935712602,2296395497
4318773469,7147.72,2707.21,10.83,1554.3551,1.5544,0.3109,0,57,7935712602,2296395497
421146123,7901.67,2895.06,20.22,1553.3105,1.5533,0.3107,0,58,7935712602,2296395497
442755847,7611.08,2851.26,9.13,1535.105,1.5351,0.307,0,58,7935712602,2296395497
300186055,7819.87,2852.35,10.67,1512.208,1.5122,0.3024,0,57,7935712602,2296395497
416304448,7460.87,2779.35,16.85,1500.3725,1.5004,0.3001,0,58,7935712602,2296395497
298585001,7307.8,2718.95,13.31,1495.343,1.4953,0.2991,0,57,7935712602,2296395497
416289981,6679.87,2217.35,20.18,1494.0245,1.494,0.2988,0,54,7935712602,2296395497
1489841889,7202.45,2653.74,19.41,1481.4037,1.4814,0.2963,0,55,7935712602,2296395497
1588087912,7686.63,2804.24,15.3,1476.5848,1.4766,0.2953,0,57,7935712602,2296395497
cluster_298585004_4318773467_4611981573_4611982703,7249.12,2627.77,20.08,1437.0277,1.437,0.2874,0,56,7935712602,2296395497
416191189,7532.87,2732.35,11.95,1435.7996,1.4358,0.2872,0,57,7935712602,2296395497
300190242,7761.89,2757.62,18.22,1421.6548,1.4217,0.2843,0,56,7935712602,2296395497
442755843,7384.87,2668.35,17.45,1419.6382,1.4196,0.2839,0,58,7935712602,2296395497
500375328,7921.65,2753.49,8.25,1412.0447,1.412,0.2824,0,57,7935712602,2296395497
9584102221,7414.64,2649.49,11.11,1391.5727,1.3916,0.2783,0,57,7935712602,2296395497
1592136089,7352.88,2620.35,18.81,1386.9741,1.387,0.2774,0,59,7935712602,2296395497
442760458,8078.75,2686.19,9.31,1357.5228,1.3575,0.2715,0,58,7935712602,2296395497
442755844,7460.82,2620.21,10.51,1348.6807,1.3487,0.2697,0,56,7935712602,2296395497
9584102222,7508.49,2589.48,18.17,1304.8463,1.3048,0.261,0,57,7935712602,2296395497
4318773471,7406.19,2534.04,16.06,1286.8441,1.2868,0.2574,0,55,7935712602,2296395497
442755851,7535.06,2572.33,9.82,1280.8321,1.2808,0.2562,0,57,7935712602,2296395497
9584102223,7546.89,2564.45,11.57,1270.0122,1.27,0.254,0,56,7935712602,2296395497
416250744,8002.87,2573.35,15.91,1236.6804,1.2367,0.2473,0,59,7935712602,2296395497
9584102241,7447.41,2492.45,15.12,1233.0056,1.233,0.2466,0,57,7935712602,2296395497
300190245,7609.55,2522.72,19.19,1213.8783,1.2139,0.2428,0,55,7935712602,2296395497
1507472822,7650.79,2497.63,19.15,1180.4249,1.1804,0.2361,0,56,7935712602,2296395497
416196556,7862.87,2519.35,20.4,1177.8829,1.1779,0.2356,0,58,7935712602,2296395497
8905697073,7874.9,2512.39,9.88,1170.7033,1.1707,0.2341,0,59,7935712602,2296395497
2144936033,8070.12,2490.63,15.48,1162.8047,1.1628,0.2326,0,61,7935712602,2296395497
416281449,7929.72,2480.38,9.77,1139.267,1.1393,0.2279,0,60,7935712602,2296395497
cluster_416197277_8905697076,7944.63,2476.78,17.76,1136.2824,1.1363,0.2273,0,59,7935712602,2296395497
9584102240,7584.72,2399.28,11.71,1100.7979,1.1008,0.2202,0,58,7935712602,2296395497
cluster_2144935908_416273779,8037.78,2427.14,15.22,1095.304,1.0953,0.2191,0,60,7935712602,2296395497
4313418422,7579.14,2384.2,11.09,1087.9028,1.0879,0.2176,0,55,7935712602,2296395497
416217136,7798.12,2407.96,18.42,1070.1604,1.0702,0.214,0,57,7935712602,2296395497
9584102224,7818.99,2396.13,14.1,1056.7589,1.0568,0.2114,0,58,7935712602,2296395497
457749579,7313.84,2210.78,12.05,1042.8915,1.0429,0.2086,0,57,7935712602,2296395497
9584102225,7848.37,2379.47,16.62,1038.5329,1.0385,0.2077,0,59,7935712602,2296395497
457749581,7285.59,2175.15,18.14,1029.7303,1.0297,0.2059,0,56,7935712602,2296395497
416303252,7877.53,2362.94,9.68,1021.2317,1.0212,0.2042,0,58,7935712602,2296395497
457749580,7234.92,2111.25,17.0,1010.8354,1.0108,0.2022,0,55,7935712602,2296395497
12751376331,8115.86,2315.5,9.53,999.4603,0.9995,0.1999,0,63,7935712602,2296395497
9584102226,7921.74,2336.11,17.14,994.8122,0.9948,0.199,0,59,7935712602,2296395497
2144935899,7979.89,2329.59,16.88,991.8409,0.9918,0.1984,0,61,7935712602,2296395497
9584102239,7715.45,2316.52,11.86,990.3149,0.9903,0.1981,0,56,7935712602,2296395497
416244990,7127.24,1972.15,10.51,989.8703,0.9899,0.198,0,55,7935712602,2296395497
9584102227,7946.3,2321.2,17.61,981.0011,0.981,0.1962,0,60,7935712602,2296395497
335820953,7967.58,2308.29,14.22,969.5727,0.9696,0.1939,0,61,7935712602,2296395497
1762715583,6934.47,1424.46,9.73,959.5479,0.9595,0.1919,0,55,7935712602,2296395497
421138189,7831.26,2283.14,17.32,943.209,0.9432,0.1886,0,57,7935712602,2296395497
cluster_15434382_4674699479_4674699484_8893238440_#2more,8061.17,2262.63,12.57,936.5317,0.9365,0.1873,0,62,7935712602,2296395497
9584102228,8111.51,2225.69,18.49,911.1239,0.9111,0.1822,0,63,7935712602,2296395497
12751665809,7900.33,2241.05,12.52,899.3143,0.8993,0.1799,0,58,7935712602,2296395497
335820891,8189.32,2183.68,13.87,893.3656,0.8934,0.1787,0,62,7935712602,2296395497
416243573,7404.85,2079.26,11.25,882.9889,0.883,0.1766,0,56,7935712602,2296395497
9584102237,7935.23,2220.29,19.59,879.6406,0.8796,0.1759,0,59,7935712602,2296395497
12751376391,8006.88,2206.91,20.37,872.9196,0.8729,0.1746,0,61,7935712602,2296395497
416239624,7036.74,1341.07,17.79,853.7103,0.8537,0.1707,0,55,7935712602,2296395497
335820892,7995.85,2186.43,15.85,851.1909,0.8512,0.1702,0,60,7935712602,2296395497
416301252,7365.07,2009.85,13.63,849.899,0.8499,0.17,0,56,7935712602,2296395497
457749583,7324.22,1939.73,14.19,823.4978,0.8235,0.1647,0,55,7935712602,2296395497
306013442,8137.23,2109.41,10.26,806.3131,0.8063,0.1613,0,61,7935712602,2296395497
12751376389,7958.38,2127.74,11.58,788.8801,0.7889,0.1578,0,61,7935712602,2296395497
442760425,7951.72,2117.37,8.16,777.9964,0.778,0.1556,0,62,7935712602,2296395497
416257424,7511.88,2014.35,13.86,771.7851,0.7718,0.1544,0,59,7935712602,2296395497
12751376390,7941.52,2101.97,17.62,761.8935,0.7619,0.1524,0,61,7935712602,2296395497
416265977,7133.88,1405.35,19.61,759.2352,0.7592,0.1518,0,55,7935712602,2296395497
1772228771,7666.27,2054.18,11.46,746.8308,0.7468,0.1494,0,58,7935712602,2296395497
416294844,7645.19,2028.81,15.12,729.4854,0.7295,0.1459,0,59,7935712602,2296395497
442760426,8085.47,2036.82,14.46,721.8722,0.7219,0.1444,0,62,7935712602,2296395497
416225216,7591.39,1964.1,20.32,690.4394,0.6904,0.1381,0,58,7935712602,2296395497
416279122,7536.34,1895.83,12.05,657.5365,0.6575,0.1315,0,57,7935712602,2296395497
8971292136,7314.94,1628.89,11.32,643.1471,0.6431,0.1286,0,57,7935712602,2296395497
1564571441,7472.43,1820.63,8.17,635.6323,0.6356,0.1271,0,56,7935712602,2296395497
442760437,7289.84,1160.07,11.58,627.4986,0.6275,0.1255,0,56,7935712602,2296395497
442760427,7787.93,1910.9,14.63,578.2703,0.5783,0.1157,0,60,7935712602,2296395497
416211832,7376.73,1553.21,19.88,555.5238,0.5555,0.1111,0,58,7935712602,2296395497
442760429,7547.83,1760.98,16.59,541.3952,0.5414,0.1083,0,57,7935712602,2296395497
416185950,7734.61,1844.71,16.54,526.5118,0.5265,0.1053,0,59,7935712602,2296395497
