0.001 , 0.0019 , 0.0027 , 0.0018 ,
0.0037 , 0.0033 , 0.0013 , 0.0012 ,
0.002 , 0.0033 , 0.0029 , 0.0012 ,
0.0014 , 0.0017 , 0.0016 , 0.0029 ,
0.0018 , 0.0014 , 0.0014 , 0.0014 ,
0.0016 , 0.002 , 0.0017 , 0.0011 ,
0.0036 , 0.0016 , 0.0014 , 0.0011 ,
0.0015 , 0.0032 , 0.0027 , 0.0014 ,
0.0015 , 0.0021 , 0.002 , 0.0017 ,
0.0032 , 0.0021 , 0.0022 , 0.0011 ,
0.0009 , 0.002 , 0.0016 , 0.0022 ,
0.0024 , 0.0022 , 0.0014 , 0.0023 ,
0.0022 , 0.0029 , 0.0013 , 0.0012 ,
0.0014 , 0.0011 , 0.0017 , 0.0018 ,
0.0016 , 0.0036 , 0.0017 , 0.0011 ,
0.0019 , 0.0015 , 0.0021 , 0.0009 ,
0.0024 , 0.0016 , 0.0029 , 0.002 ,
0.0008 , 0.0007 , 0.0024 , 0.0018 ,
0.0016 , 0.0027 , 0.0009 , 0.0013 ,
0.0019 , 0.0024 , 0.0039 , 0.0038 ,
0.0022 , 0.0012 , 0.002 , 0.0021 ,
0.0022 , 0.0015 , 0.0023 , 0.0011 ,
0.0034 , 0.0037 , 0.0024 , 0.0008 ,
0.0018 , 0.0007 , 0.0028 , 0.0007 ,
0.0016 , 0.0039 , 0.0021 , 0.0007 ,
0.0022 , 0.0027 , 0.0038 , 0.0022 ,
0.0028 , 0.0022 , 0.0023 , 0.0011 ,
0.0021 , 0.0012 , 0.0017 , 0.0009 ,
0.0023 , 0.0012 , 0.0024 , 0.0011 ,
0.0024 , 0.0029 , 0.0034 , 0.0024 ,
0.0006 , 0.03 , 0.0037 , 0.0029 ,
0.0006 , 0.024 , 0.03 , 0.024 ,
];

EdgeType = [
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "walk" , "drive" , "drive" , "drive" , "walk" , "walk" , "walk" ,
];
