edge_id,from_node,to_node,length_m,speed_mps,drive_time_s,num_lanes
-1037428996#1,1677703303,306201754,168.3,12.9617,12.9844,1
-1037429000#1,306201745,287354802,67.58,12.9618,5.2138,1
-1037829043#0,338450585,338450584,37.79,12.9618,2.9155,1
-1037829043#2,12034992496,338450585,170.5,12.9617,13.1541,1
-1040978932#1,421138218,298584871,18.72,12.9613,1.4443,1
-1040978934#1,cluster_1592136105_4611993426_6835825384,9584102220,53.25,12.9616,4.1083,1
-1040978935#1,442755843,9584102221,23.9,16.2045,1.4749,1
-1040978935#6,298585001,442755843,77.53,16.2051,4.7843,1
-1040978935#9,2027440548,298585001,72.78,16.205,4.4912,1
-1040978936,9584102221,442755844,43.47,16.205,2.6825,2
-1040978937#1,442755844,9584102222,45.5,16.2054,2.8077,1
-1040978938#0,442755851,9584102223,3.05,16.2062,0.1882,1
-1040978938#1,9584102222,442755851,20.47,16.2049,1.2632,1
-1040978939#1,300190245,1507472822,36.91,12.9618,2.8476,1
-1040978941,416217136,9584102224,12.72,12.9624,0.9813,1
-1040978942#1,9584102225,416303252,22.26,12.9615,1.7174,2
-1040978943#1,416303252,9584102226,40.45,12.9614,3.1208,1
-1040978944,9584102226,9584102227,20.73,12.9619,1.5993,1
-1040978945,9584102227,335820953,13.62,12.9616,1.0508,2
-1040978946,9584102228,cluster_15434382_4674699479_4674699484_8893238440_#2more,43.78,16.2052,2.7016,3
-1040978961#1,306013442,335820892,142.42,12.9616,10.9878,2
-1040978962#4,335820892,9584102237,53.6,16.2051,3.3076,1
-1040978963#1,12751665809,421138189,69.41,16.2052,4.2832,2
-1040978972#1,6835868989,9584102244,14.09,16.2047,0.8695,1
-1040978973#1,1509407617,9584102245,3.64,16.1994,0.2247,1
-1040978974,9584102246,1703857751,154.7,16.2051,9.5464,1
-1040978975,9556765873,9584102247,12.36,16.2056,0.7627,2
-1040978976,9584102248,9556778321,20.22,16.2058,1.2477,1
-1051419672#3,256993290,13382612922,89.35,25.9233,3.4467,1
-1054111415,298584837,295699952,27.27,16.2051,1.6828,1
-1054111420#1,298584825,421138233,35.35,16.2052,2.1814,1
-1056114120#3,12751376391,cluster_15434382_4674699479_4674699484_8893238440_#2more,49.84,16.205,3.0756,3
-1056115834#3,412935618,1489841890,315.72,12.9617,24.3579,1
-1056322999#1,309711623,4080014777,66.53,12.9617,5.1328,1
-1058012204#0,338450435,9721605084,18.72,12.9613,1.4443,1
-1058012204#1,338450430,338450435,65.47,12.9615,5.0511,1
-1058012204#5,9721605085,338450430,123.94,12.9617,9.562,1
-106194246#12,306201777,279068742,317.94,16.2051,19.6198,2
-106194246#15,338450577,306201777,137.43,16.205,8.4807,2
-106194246#16,cluster_292190578_8881861579_8881861591,338450577,76.06,16.205,4.6936,2
-1065984982#2,292190566,295144863,76.05,12.9617,5.8673,2
-1066272893#3,295406626,9791424086,344.67,12.9617,26.5915,1
-1071281183#1,298584827,298584825,47.38,12.9616,3.6554,1
-1073483403#1,363728132,299045502,117.43,12.9617,9.0598,1
-1073483403#2,443127183,363728132,123.13,12.9617,9.4995,1
-1073483403#4,299045505,443127183,66.21,12.9618,5.1081,1
-1073483447#0,412684299,331969126,73.99,12.9616,5.7084,1
-1073483447#1,443127179,412684299,77.48,12.9617,5.9776,1
-1073483447#2,443127178,443127179,68.11,12.9617,5.2547,1
-1073483447#4,331969127,443127178,67.53,12.9616,5.21,1
-1075196285#2,253114349,13072530262,87.35,16.205,5.3903,1
-1075196285#3,256993773,253114349,53.69,16.2049,3.3132,1
-1075196285#4,15434359,256993773,21.6,16.2053,1.3329,1
-1075196285#6,11154333393,15434359,19.69,16.2044,1.2151,1
-1075199410#2,292190555,292190553,177.39,16.2049,10.9467,1
-1075228281,306201589,13329700738,22.48,12.962,1.7343,1
-1075228283#2,298584894,298584892,60.11,12.9617,4.6375,1
-1075228288#5,418988962,295704980,125.8,12.9617,9.7055,1
-1079306707#3,443127190,338450640,366.9,12.9617,28.3065,1
-1082414388#2,299045532,309711627,72.01,12.9617,5.5556,1
-1082414389#2,380063483,299045532,365.37,12.9617,28.1885,1
-1082414407#1,390608925,309711627,60.66,12.9618,4.6799,1
-1082414407#3,411929139,390608925,55.69,12.9617,4.2965,1
-1082414407#5,1553073708,411929139,71.96,12.9618,5.5517,1
-1082414987#2,380060469,380060486,84.74,12.9615,6.5378,1
-1082414987#6,380060187,380060469,60.63,12.9618,4.6776,1
-1082414993,380063483,380060112,68.31,12.9618,5.2701,1
-1082414994#2,380060486,380063483,86.48,12.9616,6.672,1
-1082557528#1,411929140,295699964,46.84,12.9618,3.6137,1
-1082558012#1,cluster_420326593_420326614,416280816,52.02,12.9616,4.0134,1
-1082558170#0,442755853,299045545,140.6,12.9616,10.8474,1
-1082558170#1,1349947413,442755853,82.17,12.9618,6.3394,1
-1082558170#2,442755852,1349947413,37.82,12.9618,2.9178,1
-1083384630#2,1514895831,298584936,105.2,12.9617,8.1162,1
-1084117308#1,416299449,9934577770,382.82,12.9617,29.5347,1
-1084372237#1,9936793088,380060486,55.0,12.9616,4.2433,1
-1086321649#5,256993301,256993302,124.09,9.7183,12.7687,1
-1090387669,298025682,cluster_286306354_340086015,222.42,16.205,13.7254,1
-1090387673,298025699,298025682,76.03,16.2052,4.6917,1
-1093692645#1,416287016,416286375,75.82,12.9616,5.8496,1
-1093692645#3,298585000,416287016,68.63,12.9618,5.2948,1
-1093692829#1,416286375,416208085,90.84,12.9618,7.0083,1
-1093693909#1,416208085,442755847,80.06,12.9616,6.1767,1
-1093694367#1,416286375,416264089,86.16,12.9617,6.6473,1
-1093694368#2,416264089,416224607,86.05,12.9617,6.6388,1
-1097586597,340433834,422347593,114.23,9.7183,11.7541,1
-1097586676#3,309711608,309711609,80.19,12.9617,6.1867,1
-1097586676#7,309711607,309711608,84.98,12.9616,6.5563,1
-1097586676#9,499953663,309711607,77.58,12.9618,5.9853,1
-1097586698#1,408435644,408435646,90.65,12.9617,6.9937,1
-1097586834#1,408435646,408435645,246.76,12.9616,19.0377,1
-1105653636,298513376,10117541313,46.62,16.2049,2.8769,1
-1105653637#1,412935618,12912059504,117.9,16.2051,7.2755,1
-1105653637#3,10117541314,412935618,24.85,16.2048,1.5335,1
-1106182514#4,412684305,412684309,286.08,12.9616,22.0713,1
-1106182694#3,363714030,412684305,175.33,12.9617,13.5268,1
-1106182871#0,1546157809,412684310,255.65,12.9617,19.7235,1
-1106182871#2,363709174,1546157809,47.69,12.9617,3.6793,1
-1106182967,363709428,363709174,74.08,12.9617,5.7153,1
-1106183021#2,4080014768,4080014767,36.31,4.865,7.4635,1
-1106183021#5,4080014771,4080014768,34.78,4.865,7.149,1
-1106183021#7,4080014773,4080014771,43.63,4.865,8.9681,1
-1106183072,7978961180,4080014771,50.34,4.865,10.3473,1
-1107889671#2,1489841890,392323912,111.2,12.9617,8.5791,1
-1107891951#1,418988941,10136635288,69.43,12.9618,5.3565,1
-1107891951#5,418996080,418988941,122.58,12.9617,9.4571,1
-1108254067#0,332419211,332419216,44.5,12.9617,3.4332,1
-1108254067#2,332419193,332419211,85.27,12.9615,6.5787,1
-1108254073,9442600169,418988976,1.96,12.963,0.1512,2
-1109207334#1,363714030,363719039,164.92,12.9616,12.7237,1
-1109207371#2,387553807,387944278,77.63,12.9617,5.9892,1
-1110615406#3,338849150,2105727179,85.72,9.7184,8.8204,1
-1116480694#2,295144589,295144588,82.65,16.2049,5.1003,1
-1116480699#2,295144600,329923257,93.16,16.2048,5.7489,1
-1117505217,442760457,300153147,139.68,12.9617,10.7764,1
-1117506108#3,10220643199,1594214797,140.09,12.9616,10.8081,1
-1117506109#3,418988940,10220643198,92.9,12.9616,7.1673,1
-1126373902#2,1588087912,442755851,259.36,12.9617,20.0097,1
-1130755851,329923312,10538055453,27.71,19.4483,1.4248,1
-1132593872,499953671,295406663,86.03,12.9616,6.6373,1
-1132593873#1,287354804,13330071529,200.54,12.9616,15.4718,1
-1159086379#1,294320272,294320267,103.35,12.9617,7.9735,1
-1159086379#4,294320262,294320272,115.96,12.9618,8.9463,1
-1159086380,13329700701,296266991,30.3,12.9615,2.3377,2
-1159086381#1,294320264,282723632,115.96,16.2048,7.1559,1
-1159086381#2,294320267,294320264,79.85,16.205,4.9275,1
-1160957649#1,376119159,418996078,118.1,12.9616,9.1115,1
-1160957651#1,412689918,376119159,80.11,12.9617,6.1805,1
-1160957652#2,418996077,412689918,81.86,12.9618,6.3155,1
-1160957652#5,418996076,418996077,81.79,12.9618,6.3101,1
-1160957654#1,cluster_376119854_418996073_8190304826,418996074,84.59,12.9616,6.5262,1
-1161581671#2,418988949,418988948,189.44,12.9617,14.6154,1
-1161581671#3,411932204,418988949,93.77,12.9617,7.2344,1
-1164299611#2,1594214784,416215978,76.02,12.9616,5.865,1
-1166011315,416237495,1667842661,47.13,12.9617,3.6361,1
-1177985060#3,329923351,329923312,110.65,12.9617,8.5367,1
-1178811836#1,457749579,457749581,38.18,12.9617,2.9456,1
-1188522284#1,340085946,12761537057,46.51,9.7183,4.7858,1
-1188522284#3,338450316,340085946,61.44,9.7183,6.3221,1
-1188522284#4,cluster_299045554_299045555_8637330184,338450316,62.41,9.7183,6.4219,1
-1189775602,292190560,3241611539,31.77,12.9615,2.4511,1
-1189775604,292190560,8163580153,48.99,16.2052,3.0231,1
-1189775605,292190560,8163580146,62.43,16.2051,3.8525,1
-1189775847#3,298509040,295406697,101.05,12.9616,7.7961,1
-1189776503#4,295699950,298584871,119.76,12.9616,9.2396,1
-1194880848,300186055,421146123,78.26,12.9617,6.0378,1
-1196192976#1,297024110,297024112,71.07,12.9616,5.4831,1
-1196929615,8971292136,416211832,98.25,12.9616,7.5801,1
-1196929617#1,416279122,444672672,171.84,12.9617,13.2575,1
-1196929643#3,4313418422,416243573,336.95,12.9617,25.9959,1
-1203315641,300190242,500375328,161.44,12.9617,12.4552,2
-1206482076#2,250197471,250197468,161.43,9.7183,16.6109,1
-1206482077#1,250197376,250197404,144.48,9.7184,14.8667,1
-1208296568#1,338450214,11195990511,22.51,12.9614,1.7367,1
-1209920417#5,340433857,10627514428,109.84,12.9617,8.4742,1
-1210604495#0,283678987,9442789570,0.2,16.2602,0.0123,2
-1210604496#1,411932239,283678987,148.21,16.2049,9.146,2
-1214582542#3,253114354,253114349,86.76,9.7183,8.9275,1
-1214582587#1,250197371,250197407,55.0,9.7183,5.6594,1
-1214923979#0,420326608,295699979,50.79,12.9616,3.9185,1
-1214923979#2,295699025,420326608,227.34,12.9617,17.5394,1
-1215662200#1,1801260561,302857874,147.4,9.7183,15.1672,1
-1215662201#3,308232155,308232159,83.71,9.7184,8.6136,1
-1215662202#5,339271792,302857870,90.11,9.7184,9.2721,1
-1215662203#4,252828863,252828919,84.87,9.7183,8.733,1
-1252609259#2,9442405984,21456881,101.21,16.205,6.2456,3
-1253793166#2,255942741,1592064280,341.72,12.9617,26.3639,1
-1257047395#0,363714039,363719043,125.83,12.9617,9.7078,1
-1257047395#11,299045530,443127177,66.91,12.9618,5.1621,1
-1257047395#3,335820946,363714039,109.97,12.9616,8.4843,1
-1257047395#5,331969122,335820946,108.11,12.9616,8.3408,1
-1257047395#6,331969254,331969122,80.53,12.9617,6.2129,1
-1257047395#7,443127177,331969254,64.55,12.9616,4.9801,1
-1257047423#1,280645744,9936793088,189.48,12.9617,14.6185,1
-1264991141#2,6928676082,6084895932,70.31,16.2049,4.3388,1
-1274741392#0,420326612,411929140,25.77,12.9621,1.9881,1
-1274741392#1,420326610,420326612,130.97,12.9617,10.1044,1
-1274756235#2,cluster_1575070783_4612010953_4614302185_6091318473,1575070800,204.66,12.9617,15.7896,1
-1276257988#1,443127185,299045511,71.57,12.9618,5.5216,1
-1277743747#1,7617097874,cluster_1475177974_293956350_8241462469,55.15,12.9615,4.2549,1
-1280784767#1,363719043,443127185,115.42,12.9617,8.9047,1
-1283480506#1,442399964,290577275,100.68,12.9617,7.7675,1
-1283482532#1,338450549,338450546,147.09,12.9616,11.3481,1
-1283482532#2,338450550,338450549,0.2,12.987,0.0154,1
-1283482533#2,338450546,418988957,84.63,12.9616,6.5293,1
-1283482535#2,295699964,295699025,141.64,12.9617,10.9276,1
-1283812546#1,442399963,298825558,73.35,12.9617,5.659,1
-1283812546#3,442398939,442399963,125.15,12.9617,9.6554,1
-1283812546#4,344967492,442398939,90.56,12.9618,6.9867,1
-1283812546#5,299276338,344967492,85.46,12.9616,6.5933,1
-1283812548#3,333850662,298825562,108.77,12.9616,8.3917,1
-1284523985#1,390961829,332419680,394.55,16.205,24.3474,2
-1284524333#2,306013084,306013087,98.19,12.9617,7.5754,1
-1284524333#3,295406720,306013084,187.66,12.9616,14.4781,1
-1284878799#5,255942735,255942725,86.65,9.7183,8.9162,1
-1288540981,408435628,295699007,69.76,12.9617,5.382,1
-1288541714#1,420326597,408435647,109.38,12.9617,8.4387,1
-1291135986#1,9442600128,252828863,2.6,16.1994,0.1605,1
-1291967931#2,256993282,255942735,134.32,9.7183,13.8213,1
-1291967932#2,255942732,256993282,149.3,9.7183,15.3627,1
-1293297060,389902926,11989097530,62.82,12.9617,4.8466,1
-1293297061#1,cluster_287356562_334325617,295144461,54.69,16.2049,3.3749,1
-1294642483#2,421138233,335820951,48.57,16.2046,2.9973,1
-1294795038,4790263183,8192887980,8.8,12.9621,0.6789,1
-1294896911#1,308232164,299045563,85.63,9.7183,8.8112,1
-1294896912#2,308232165,308232164,160.45,9.7184,16.51,1
-1294902007,309711629,1553073708,99.68,12.9616,7.6904,1
-1299155917#0,331969334,412684310,288.05,12.9617,22.2232,1
-1299155917#1,338450584,331969334,73.36,12.9616,5.6598,1
-1299155918#1,412684310,412684309,72.58,12.9616,5.5996,1
-1299164711#1,287356564,12035072774,93.54,12.9618,7.2166,1
-1299164712#1,12035072774,295406694,77.72,9.7184,7.9972,1
-1299164713#2,12035072775,499953671,83.61,12.9616,6.4506,1
-1299177843#5,306201562,287356560,263.96,9.7183,27.1611,1
-1299180792#1,1820676308,412689895,210.56,12.9617,16.2448,1
-1299330491,287354799,418988965,18.28,12.9618,1.4103,1
-1299348105#1,416203321,418995332,51.31,12.9617,3.9586,1
-1299348827#1,517706896,412935618,168.23,12.9617,12.979,1
-1299350814#1,418988948,416294155,96.77,12.9616,7.4659,2
-1300157752#2,442398939,416257066,94.27,12.9618,7.2729,1
-1300305316#4,2276974582,293956368,200.82,9.7184,20.664,1
-1300310831#1,cluster_2465719590_2465719595_293459038,293459039,60.22,12.9617,4.646,1
-1300310832#0,293459040,329923424,40.04,9.7184,4.12,1
-1300310832#3,293459039,293459040,166.92,9.7183,17.1758,1
-1300312431#1,517706745,301490944,146.7,9.7184,15.0951,1
-1300312431#2,cluster_1721795850_517706752,517706745,10.46,9.7185,1.0763,1
-1300400868#1,252828921,12044992548,54.57,16.2049,3.3675,1
-1301206498,cluster_250197382_338849141_6389831235,250197376,73.82,16.2049,4.5554,1
-1301206499,12052070210,4616498255,28.61,16.205,1.7655,1
-1301206500#3,250931960,12052070211,24.08,16.2057,1.4859,1
-1301392111#6,411648963,418991455,105.23,12.9618,8.1185,1
-1301392112#1,416235919,331969465,58.75,12.9617,4.5326,1
-1301392113#10,cluster_280645653_310717282,310717268,226.65,12.9617,17.4861,1
-1301392113#7,310717268,283678987,175.29,12.9617,13.5237,1
-1301392114#2,387553807,299045530,141.74,12.9617,10.9353,1
-1301392114#4,299045532,387553807,67.83,12.9617,5.2331,1
-1301392114#5,380059958,299045532,71.13,12.9617,5.4877,1
-1301392114#8,1553074296,380059958,139.87,12.9616,10.7911,1
-1301409525#1,cluster_338450314_412689899,12054185208,28.98,12.9612,2.2359,1
-1301409526#1,1999205832,cluster_306201556_339271925_339271926_340085904_#1more,105.81,12.9617,8.1633,1
-1303060994#1,cluster_15434372_4612010943_6091318476_6091318477,295406694,99.29,9.7183,10.2168,1
-130351081,13329633894,282813661,34.3,12.9615,2.6463,2
-130351083,294264112,294311865,65.95,16.2051,4.0697,1
-1304343300#5,298584885,298509040,117.44,12.9616,9.0606,1
-1305186235#1,302857870,9442675965,121.48,25.9235,4.6861,1
-1305186235#4,293302280,302857870,70.86,25.9238,2.7334,1
-1305659439#1,442755847,416191189,126.23,12.9617,9.7387,1
-1305659451,1475138181,345084898,531.89,12.9617,41.0356,1
-1307367547#1,416214406,443127190,272.39,12.9616,21.0151,1
-1308338677#1,1544266225,298513378,31.95,16.2051,1.9716,3
-1308539774#1,298826279,298826273,73.66,12.9617,5.6829,1
-1310769971#3,369887847,255942727,299.28,12.9617,23.0896,1
-1310769979#4,13319810686,412689860,501.5,16.205,30.9472,1
-1310963344#1,416277599,442399963,77.88,12.9616,6.0085,1
-1310963344#3,416259404,416277599,81.34,12.9617,6.2754,1
-1310963345#1,442398939,416215119,77.73,12.9617,5.9969,1
-1310963450#0,416279646,299276338,52.11,12.9617,4.0203,1
-1310963450#1,12134911232,416279646,92.5,12.9617,7.1364,1
-1313017952#2,416215978,418988948,219.09,12.9617,16.9029,2
-1313017953#2,416201077,416215978,84.1,12.9616,6.4884,2
-1318607642#14,256993287,256993286,305.13,9.7183,31.3974,1
-1318607642#3,256993285,cluster_256993284_4612010951_4614303589_6091318462,80.83,9.7183,8.3173,1
-1318607642#6,256993283,256993285,132.17,9.7184,13.6,1
-1318607642#9,256993286,256993283,114.59,9.7183,11.7911,1
-132686423,1703857751,293911983,77.36,16.2048,4.7739,2
-133041330#10,309711627,293911791,213.13,12.9617,16.4431,1
-133041330#3,310717268,411648963,86.5,12.9617,6.6735,1
-133041330#7,293911791,310717268,145.88,12.9617,11.2547,1
-1332930339#2,253262193,253262192,72.21,16.2051,4.456,1
-1333152006#1,335820951,298584837,91.99,16.2048,5.6767,1
-1333384888#1,299045598,339204557,67.65,9.7184,6.961,1
-1343335885#2,253262191,2713425617,4.06,9.7176,0.4178,1
-1343335885#9,253262190,253262191,259.02,9.7183,26.6527,1
-1348013981#2,338450516,418988956,70.55,12.9618,5.4429,1
-1348014030#3,345085235,295144863,135.58,12.9616,10.4601,1
-1348014030#4,345085226,345085235,28.01,12.9616,2.161,1
-1348014030#6,cluster_295144875_295144877,345085226,28.25,12.9617,2.1795,1
-1348014033#2,517706894,306013455,79.73,12.9617,6.1512,1
-1349462003#1,296266991,296501357,49.63,16.2047,3.0627,1
-1359965487#2,251576076,cluster_251576070_309711638,146.34,9.7184,15.0581,1
-1359965488#1,340085945,302857874,35.31,16.2054,2.1789,1
-1359965488#3,302857875,340085945,34.11,16.205,2.1049,1
-1359965493#2,280645611,1553072112,81.32,16.205,5.0182,1
-1359965493#6,13131909139,280645611,88.71,16.2051,5.4742,1
-1360246090#2,1573617448,13301907136,155.01,12.9617,11.9591,1
-1360246092#1,287354804,1575070800,52.73,12.9615,4.0682,1
-1364075122#2,293302282,21456894,97.45,16.2052,6.0135,2
-1369079902,418996072,1544266225,142.81,16.205,8.8127,2
-137435479#1,1507618123,1507618124,60.49,16.205,3.7328,1
-1376769307,286311097,2220284425,37.93,12.9618,2.9263,1
-1376889049,344967583,13329574191,135.44,12.9616,10.4493,1
-1377144093#1,cluster_15434382_4674699479_4674699484_8893238440_#2more,12751376331,60.55,16.205,3.7365,2
-1377144100#0,442760425,12751376389,1.15,16.1972,0.071,1
-1377144100#2,12751376390,442760425,7.3,16.2042,0.4505,1
-1377144102#1,335820892,12751376391,8.52,16.2039,0.5258,2
-1377144105,9584102237,12751665809,32.6,16.2052,2.0117,1
-1378242894#1,12761537057,302857875,27.63,9.7183,2.8431,2
-1378242895#1,12761537059,296018207,38.35,25.9244,1.4793,2
-1378242896#2,12761537058,302857875,86.37,25.9237,3.3317,1
-1378242897#1,340433794,12761537059,83.03,25.9234,3.2029,1
-1378442994,299027480,299027477,168.21,16.2049,10.3802,1
-1378442995,299027481,299027480,21.99,16.2049,1.357,1
-1380614380#1,12782278410,114158636,30.19,19.4486,1.5523,3
-1382744704,481695408,12802051734,25.21,19.4477,1.2963,3
-1382907817#1,12803499336,421163789,12.21,16.2065,0.7534,2
-1383914890#1,292443705,12813288166,30.46,19.4483,1.5662,2
-1383914890#4,292190605,292443705,83.27,19.4483,4.2816,2
-1383942272#1,cluster_251576066_2614057273_2614057276_2614057277_#5more,12073327064,105.43,16.2048,6.5061,2
-1384258008#1,12816306815,1837119678,29.75,16.2055,1.8358,2
-1384258009,302464763,12816306815,14.75,16.2052,0.9102,2
-1390241127#2,114197516,302857898,40.92,9.7183,4.2106,1
-1390241127#4,339204563,114197516,160.65,9.7183,16.5306,1
-1390241128#1,299045594,339204563,239.77,9.7183,24.6719,1
-1390241128#2,336984436,299045594,94.98,9.7183,9.7733,1
-1390241128#4,336984463,336984436,124.12,9.7183,12.7718,1
-1394907768,12912059504,993665189,2.77,16.2083,0.1709,3
-1396504630,1475151214,418988967,79.45,16.205,4.9028,1
-140025117#2,418988942,418988943,70.1,12.9618,5.4082,1
-140025117#4,418988939,418988942,56.57,12.9617,4.3644,1
-140025117#6,418988940,418988939,63.71,12.9616,4.9153,1
-140025118#1,421155707,442760457,86.21,12.9616,6.6512,1
-140025118#3,416215978,421155707,135.38,12.9617,10.4446,1
-140025119#3,418988932,418988940,281.65,12.9617,21.7294,1
-1413213286,cluster_300707134_300707139,481695373,12.83,19.4482,0.6597,1
-1413416068,292190585,cluster_300707134_300707139,47.1,19.4483,2.4218,2
-1414013313#3,12993728887,279068744,110.86,16.205,6.8411,1
-1414013314#0,345085231,12993728887,26.34,16.2052,1.6254,1
-1414013314#1,295144916,345085231,18.75,16.2043,1.1571,1
