from_node,to_node,walk_distance_m,walk_distance_km,walk_time_hr,feasible
442760444,2296395497,388.9735,0.389,0.0778,1
442760454,2296395497,2619.4443,2.6194,0.5239,0
442760457,2296395497,2464.8369,2.4648,0.493,0
444672672,2296395497,484.6928,0.4847,0.0969,1
8189608931,2296395497,2842.7662,2.8428,0.5686,0
8189608957,2296395497,2771.9963,2.772,0.5544,0
8189608958,2296395497,2821.3726,2.8214,0.5643,0
8189608959,2296395497,2827.6162,2.8276,0.5655,0
9442405983,2296395497,2846.4193,2.8464,0.5693,0
9442405984,2296395497,2882.2669,2.8823,0.5765,0
9442600170,2296395497,2789.581,2.7896,0.5579,0
9442789573,2296395497,2785.3048,2.7853,0.5571,0
9907483911,2296395497,2777.4636,2.7775,0.5555,0
cluster_376119854_418996073_8190304826,2296395497,2612.1693,2.6122,0.5224,0
