from_node,to_node,walk_distance_m,walk_distance_km,walk_time_hr,feasible
9442789577,2296395497,2003.6576,2.0037,0.4007,0
9584102224,2296395497,1056.7589,1.0568,0.2114,0
9584102225,2296395497,1038.5329,1.0385,0.2077,0
9584102226,2296395497,994.8122,0.9948,0.199,1
9584102227,2296395497,981.0011,0.981,0.1962,1
9584102228,2296395497,911.1239,0.9111,0.1822,1
9584102237,2296395497,879.6406,0.8796,0.1759,1
9584102240,2296395497,1100.7979,1.1008,0.2202,0
9584102242,2296395497,1604.7339,1.6047,0.3209,0
cluster_15434382_4674699479_4674699484_8893238440_#2more,2296395497,936.5317,0.9365,0.1873,1
cluster_2144935908_416273779,2296395497,1095.304,1.0953,0.2191,0
cluster_295699948_442755845_8905696885,2296395497,1579.0055,1.579,0.3158,0
cluster_416197277_8905697076,2296395497,1136.2824,1.1363,0.2273,0
