0.0032 , 0.0017 , 0.0029 , 0.0012 ,
0.0017 , 0.0016 , 0.0013 , 0.0016 ,
0.0019 , 0.0018 , 0.003 , 0.0031 ,
0.001 , 0.0019 , 0.0027 , 0.0018 ,
0.0037 , 0.0033 , 0.0013 , 0.0012 ,
0.002 , 0.0033 , 0.0029 , 0.0012 ,
0.0014 , 0.0017 , 0.0016 , 0.0029 ,
0.0018 , 0.0014 , 0.0014 , 0.0014 ,
0.0016 , 0.002 , 0.0017 , 0.0011 ,
0.0036 , 0.0016 , 0.0014 , 0.0011 ,
0.0015 , 0.0032 , 0.0027 , 0.0014 ,
0.0015 , 0.0021 , 0.002 , 0.0017 ,
0.0032 , 0.0021 , 0.0022 , 0.0011 ,
0.0009 , 0.002 , 0.0016 , 0.0022 ,
0.0024 , 0.0022 , 0.0014 , 0.0023 ,
0.0022 , 0.0029 , 0.0013 , 0.0012 ,
0.0014 , 0.0011 , 0.0017 , 0.0018 ,
0.0016 , 0.0036 , 0.0017 , 0.0011 ,
0.0019 , 0.0015 , 0.0021 , 0.0009 ,
0.0024 , 0.0016 , 0.0029 , 0.002 ,
0.0008 , 0.0007 , 0.0024 , 0.0018 ,
0.0016 , 0.0027 , 0.0009 , 0.0013 ,
0.0019 , 0.0024 , 0.0039 , 0.0038 ,
0.0022 , 0.0012 , 0.002 , 0.0021 ,
0.0022 , 0.0015 , 0.0023 , 0.0011 ,
0.0034 , 0.0037 , 0.0024 , 0.0008 ,
0.0018 , 0.0007 , 0.0028 , 0.0007 ,
0.0016 , 0.0039 , 0.0021 , 0.0007 ,
0.0022 , 0.0027 , 0.0038 , 0.0022 ,
0.0028 , 0.0022 , 0.0023 , 0.0011 ,
0.0021 , 0.0012 , 0.0017 , 0.0009 ,
0.0023 , 0.0012 , 0.0024 , 0.0011 ,
0.0024 , 0.0029 , 0.0034 , 0.0024 ,
0.0006 , 0.03 , 0.0037 , 0.0029 ,
0.0006 , 0.024 , 0.03 , 0.024 ,
];

EdgeType = [
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "walk" , "drive" , "drive" , "drive" , "walk" , "walk" , "walk" ,
];

/*********************************************
 * Spot-level parking extension
 *********************************************/

AvailablePercentage = 0.1;
SpotCountRangeMin = 20;
SpotCountRangeMax = 40;
TotalSpots = 62;
SpotsPerLot = [
38, 24
];
AvailableSpotsPerLot = [
4, 2
];
SpotIds = [
"39_S001", "39_S002", "39_S003", "39_S004", "39_S005", "39_S006", "39_S007", "39_S008"
"39_S009", "39_S010", "39_S011", "39_S012", "39_S013", "39_S014", "39_S015", "39_S016"
"39_S017", "39_S018", "39_S019", "39_S020", "39_S021", "39_S022", "39_S023", "39_S024"
"39_S025", "39_S026", "39_S027", "39_S028", "39_S029", "39_S030", "39_S031", "39_S032"
"39_S033", "39_S034", "39_S035", "39_S036", "39_S037", "39_S038", "38_S001", "38_S002"
"38_S003", "38_S004", "38_S005", "38_S006", "38_S007", "38_S008", "38_S009", "38_S010"
"38_S011", "38_S012", "38_S013", "38_S014", "38_S015", "38_S016", "38_S017", "38_S018"
"38_S019", "38_S020", "38_S021", "38_S022", "38_S023", "38_S024"
];
SpotLotNode = [
39, 39, 39, 39, 39, 39, 39, 39
39, 39, 39, 39, 39, 39, 39, 39
39, 39, 39, 39, 39, 39, 39, 39
39, 39, 39, 39, 39, 39, 39, 39
39, 39, 39, 39, 39, 39, 38, 38
38, 38, 38, 38, 38, 38, 38, 38
38, 38, 38, 38, 38, 38, 38, 38
38, 38, 38, 38, 38, 38
];
SpotLotIndex = [
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 2, 2
2, 2, 2, 2, 2, 2, 2, 2
2, 2, 2, 2, 2, 2, 2, 2
2, 2, 2, 2, 2, 2
];
SpotClass = [
"near", "near", "near", "near", "near", "near", "near", "near"
"near", "near", "mid", "mid", "mid", "mid", "mid", "mid"
"mid", "mid", "mid", "mid", "mid", "mid", "mid", "mid"
"mid", "far", "far", "far", "far", "far", "far", "far"
"far", "far", "far", "far", "far", "far", "near", "near"
"near", "near", "near", "near", "mid", "mid", "mid", "mid"
"mid", "mid", "mid", "mid", "mid", "far", "far", "far"
"far", "far", "far", "far", "far", "far"
];
SpotAvailable = [
1, 1, 1, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0
];
SpotInternalDriveTime = [
0.0014, 0.001768, 0.002175, 0.002507, 0.002825, 0.003201, 0.003618, 0.003872
0.004273, 0.004667, 0.00503, 0.005271, 0.005728, 0.006068, 0.006396, 0.006768
0.007086, 0.007414, 0.007838, 0.008176, 0.008536, 0.008829, 0.009178, 0.00952
0.009886, 0.010247, 0.010616, 0.01098, 0.011369, 0.011641, 0.012097, 0.012406
0.012741, 0.013111, 0.013503, 0.013819, 0.014162, 0.014475, 0.001489, 0.002001
0.002662, 0.00313, 0.003784, 0.004281, 0.004891, 0.005507, 0.005987, 0.006617
0.0071, 0.007779, 0.008332, 0.008835, 0.009414, 0.009999, 0.01057, 0.011125
0.011653, 0.01231, 0.012886, 0.013453, 0.014045, 0.014557
];
SpotInternalWalkTime = [
0.002314, 0.003063, 0.00385, 0.004562, 0.005261, 0.006018, 0.006814, 0.007449
0.00823, 0.009005, 0.009748, 0.01037, 0.011207, 0.011928, 0.012636, 0.013389
0.014087, 0.014795, 0.0156, 0.016319, 0.017059, 0.017732, 0.018461, 0.019183
0.01993, 0.020672, 0.021421, 0.022166, 0.022935, 0.023587, 0.024424, 0.025113
0.025829, 0.02658, 0.027352, 0.028048, 0.028771, 0.029465, 0.002499, 0.003649
0.004949, 0.006056, 0.007348, 0.008483, 0.009732, 0.010987, 0.012105, 0.013373
0.014495, 0.015812, 0.017004, 0.018145, 0.019363, 0.020586, 0.021795, 0.022989
0.024155, 0.025451, 0.026666, 0.027871, 0.029102, 0.030252
];
SpotParentCost = [
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.34, 19.34
19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34
19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34
19.34, 19.34, 19.34, 19.34, 19.34, 19.34
];
SpotCost = [
19.7, 19.81, 19.92, 20.07, 20.17, 20.29, 20.37, 20.53
20.63, 20.73, 20.84, 20.95, 21.09, 21.17, 21.31, 21.43
21.53, 21.63, 21.75, 21.88, 21.97, 22.1, 22.21, 22.32
22.43, 22.55, 22.65, 22.8, 22.91, 22.99, 23.14, 23.25
23.36, 23.46, 23.59, 23.68, 23.81, 23.93, 19.91, 20.11
20.33, 20.49, 20.7, 20.87, 21.06, 21.24, 21.42, 21.6
21.8, 21.97, 22.13, 22.33, 22.51, 22.73, 22.89, 23.07
23.28, 23.47, 23.66, 23.8, 23.98, 24.19
];
