edge_id,from_node,to_node,length_m,speed_mps,drive_time_s,num_lanes
-1023981544#2,9442600124,255942729,11.27,13.8896,0.8114,1
-1023981545#0,416270941,9442600126,2.35,13.8889,0.1692,1
-1023981545#1,9442600125,416270941,19.15,13.8899,1.3787,1
-1023981546#2,9442600127,15434363,65.84,13.89,4.7401,2
-1023981547,4616498255,9442600128,43.19,13.8901,3.1094,2
-1023981549#3,250931960,9442600129,43.24,13.8901,3.113,1
-1023981550#2,7041183462,250197378,35.3,13.89,2.5414,2
-1023981551#3,1592027518,250197369,36.7,13.8899,2.6422,1
-1023981552,250197369,2372876949,25.76,13.8898,1.8546,1
-1023981553#2,9442600131,1592027518,33.35,8.33,4.0036,2
-1023981606#1,21456894,9442600168,58.13,13.8901,4.185,1
-1023981607#1,15434374,9442600169,40.76,11.1099,3.6688,1
-1023981608,9442600170,298584852,42.57,11.11,3.8317,2
-1023987959#1,15434363,442766018,34.76,22.2194,1.5644,1
-1023987960,442766018,9442675964,10.82,22.2222,0.4869,2
-1023987962,9442675965,390111756,15.3,22.219,0.6886,2
-1023987963#1,4458644201,310718855,44.87,22.2195,2.0194,2
-1023987968#1,6091317360,9442675968,25.26,13.8898,1.8186,2
-1023987969#2,9442675968,250931958,90.79,13.8899,6.5364,3
-1024001996#2,13319810691,9442789560,104.07,13.8901,7.4924,2
-1024001998#2,13319810686,9442789561,28.62,13.8898,2.0605,2
-1024001999,9442789561,9442789562,7.77,13.8899,0.5594,3
-1024002001#0,280645603,9442789568,41.14,13.8902,2.9618,2
-1024002001#2,7086411992,280645603,4.01,13.8899,0.2887,2
-1024002002#1,9442789569,1553072912,60.18,13.89,4.3326,3
-1024002003#2,1553072912,1553050146,84.96,13.8901,6.1166,2
-1024002004#1,9442789570,283678986,79.09,13.8901,5.694,3
-1024002005#1,283678986,9442789571,61.18,13.89,4.4046,2
-1024002006,9442789572,283678984,88.24,13.8899,6.3528,3
-1024002007#1,9442789573,293911986,11.61,13.8892,0.8359,2
-1024002008#1,297024077,9442789574,24.6,13.8897,1.7711,2
-1024002010,9442789575,9442789576,33.02,13.8903,2.3772,3
-1024002011#2,9442789576,298584879,37.64,13.8898,2.7099,3
-1024002012#1,298584879,9442789577,76.63,13.89,5.5169,2
-1024002013#2,298584936,298585000,110.38,13.89,7.9467,2
-1024002013#5,418988937,298584936,112.37,13.89,8.09,2
-1024728901#1,9448986018,295406696,23.38,11.1101,2.1044,2
-1024728902#2,298510756,9448986019,33.0,11.11,2.9703,1
-1024728903#2,9448986020,292190560,73.87,11.1099,6.649,2
-1024728904#1,cluster_2306411109_420326577,1475138181,26.46,11.1102,2.3816,1
-1024728905#1,9448986022,9448986021,4.13,13.8917,0.2973,1
-1024728906,1914277251,9448986022,1.97,13.8928,0.1418,2
-1024728907#1,345084778,cluster_290577265_541208444_8105157841,76.28,13.8901,5.4917,3
-1024728908,345084800,9448986023,18.16,13.8902,1.3074,3
-1024728909#1,9448986023,345084778,16.43,13.8896,1.1829,2
-1024728918#1,1489637009,297024081,30.49,11.1099,2.7444,2
-1024728920#2,297024081,9448986030,21.65,11.11,1.9487,2
-1024728921#1,7369497883,412859589,35.78,11.1101,3.2205,1
-1025389571#2,297322814,297322754,92.26,13.89,6.6422,1
-1025389598#1,296501324,296501314,61.67,13.89,4.4399,1
-1025389598#3,296501590,296501324,46.21,13.8898,3.3269,1
-1025389598#5,296501518,296501590,2.63,13.8933,0.1893,1
-1034689641,2002201332,8189608931,41.86,13.8899,3.0137,2
-1035878761#1,295406696,1509407617,32.7,13.8901,2.3542,1
-1035878874#0,293956353,306201745,28.55,11.1098,2.5698,1
-1035878874#3,295406694,293956353,144.21,11.11,12.9802,1
-1037428644#2,293911983,9556765873,74.21,13.89,5.3427,1
-1037428711,9556778321,293302282,78.35,13.8901,5.6407,2
-1037428728#1,9584102247,500375337,43.29,13.8901,3.1166,2
-1037428996#1,1677703303,306201754,168.3,11.11,15.1485,1
-1037429000#1,306201745,287354802,67.58,11.11,6.0828,1
-1037829043#0,338450585,338450584,37.79,11.1101,3.4014,1
-1037829043#2,12034992496,338450585,170.5,11.11,15.3465,1
-1040978932#1,421138218,298584871,18.72,11.1098,1.685,1
-1040978934#1,cluster_1592136105_4611993426_6835825384,9584102220,53.25,11.11,4.793,1
-1040978935#1,442755843,9584102221,23.9,13.8897,1.7207,1
-1040978935#6,298585001,442755843,77.53,13.89,5.5817,1
-1040978935#9,2027440548,298585001,72.78,13.8901,5.2397,1
-1040978936,9584102221,442755844,43.47,13.89,3.1296,2
-1040978937#1,442755844,9584102222,45.5,13.8902,3.2757,1
-1040978938#0,442755851,9584102223,3.05,13.8889,0.2196,1
-1040978938#1,9584102222,442755851,20.47,13.8902,1.4737,1
-1040978939#1,300190245,1507472822,36.91,11.1101,3.3222,1
-1040978941,416217136,9584102224,12.72,11.1101,1.1449,1
-1040978942#1,9584102225,416303252,22.26,11.11,2.0036,2
-1040978943#1,416303252,9584102226,40.45,11.1099,3.6409,1
-1040978944,9584102226,9584102227,20.73,11.1099,1.8659,1
-1040978945,9584102227,335820953,13.62,11.1102,1.2259,2
-1040978946,9584102228,cluster_15434382_4674699479_4674699484_8893238440_#2more,43.78,13.89,3.1519,3
-1040978961#1,306013442,335820892,142.42,11.11,12.8191,2
-1040978962#4,335820892,9584102237,53.6,13.89,3.8589,1
-1040978963#1,12751665809,421138189,69.41,13.8901,4.9971,2
-1040978972#1,6835868989,9584102244,14.09,13.89,1.0144,1
-1040978973#1,1509407617,9584102245,3.64,13.8878,0.2621,1
-1040978974,9584102246,1703857751,154.7,13.89,11.1375,1
-1040978975,9556765873,9584102247,12.36,13.8908,0.8898,2
-1040978976,9584102248,9556778321,20.22,13.8902,1.4557,1
-1051419672#3,256993290,13382612922,89.35,22.2197,4.0212,1
-1054111415,298584837,295699952,27.27,13.8899,1.9633,1
-1054111420#1,298584825,421138233,35.35,13.89,2.545,1
-1056114120#3,12751376391,cluster_15434382_4674699479_4674699484_8893238440_#2more,49.84,13.89,3.5882,3
-1056115834#3,412935618,1489841890,315.72,11.11,28.4176,1
-1056322999#1,309711623,4080014777,66.53,11.11,5.9883,1
-1058012204#0,338450435,9721605084,18.72,11.1098,1.685,1
-1058012204#1,338450430,338450435,65.47,11.11,5.8929,1
-1058012204#5,9721605085,338450430,123.94,11.11,11.1557,1
-106194246#12,306201777,279068742,317.94,13.89,22.8898,2
-106194246#15,338450577,306201777,137.43,13.89,9.8942,2
-106194246#16,cluster_292190578_8881861579_8881861591,338450577,76.06,13.89,5.4759,2
-1065984982#2,292190566,295144863,76.05,11.11,6.8452,2
-1066272893#3,295406626,9791424086,344.67,11.11,31.0234,1
-1071281183#1,298584827,298584825,47.38,11.1101,4.2646,1
-1073483403#1,363728132,299045502,117.43,11.11,10.5698,1
-1073483403#2,443127183,363728132,123.13,11.11,11.0828,1
-1073483403#4,299045505,443127183,66.21,11.11,5.9595,1
-1073483447#0,412684299,331969126,73.99,11.1099,6.6598,1
-1073483447#1,443127179,412684299,77.48,11.11,6.9739,1
-1073483447#2,443127178,443127179,68.11,11.11,6.1305,1
-1073483447#4,331969127,443127178,67.53,11.11,6.0783,1
-1075196285#2,253114349,13072530262,87.35,13.89,6.2887,1
-1075196285#3,256993773,253114349,53.69,13.8899,3.8654,1
-1075196285#4,15434359,256993773,21.6,13.8898,1.5551,1
-1075196285#6,11154333393,15434359,19.69,13.8897,1.4176,1
-1075199410#2,292190555,292190553,177.39,13.89,12.7711,1
-1075228281,306201589,13329700738,22.48,11.11,2.0234,1
-1075228283#2,298584894,298584892,60.11,11.1101,5.4104,1
-1075228288#5,418988962,295704980,125.8,11.11,11.3231,1
-1079306707#3,443127190,338450640,366.9,11.11,33.0243,1
-1082414388#2,299045532,309711627,72.01,11.1101,6.4815,1
-1082414389#2,380063483,299045532,365.37,11.11,32.8866,1
-1082414407#1,390608925,309711627,60.66,11.1101,5.4599,1
-1082414407#3,411929139,390608925,55.69,11.11,5.0126,1
-1082414407#5,1553073708,411929139,71.96,11.1101,6.477,1
-1082414987#2,380060469,380060486,84.74,11.1099,7.6274,1
-1082414987#6,380060187,380060469,60.63,11.1101,5.4572,1
-1082414993,380063483,380060112,68.31,11.11,6.1485,1
-1082414994#2,380060486,380063483,86.48,11.11,7.784,1
-1082557528#1,411929140,295699964,46.84,11.1101,4.216,1
-1082558012#1,cluster_420326593_420326614,416280816,52.02,11.1099,4.6823,1
-1082558170#0,442755853,299045545,140.6,11.11,12.6553,1
-1082558170#1,1349947413,442755853,82.17,11.1101,7.396,1
-1082558170#2,442755852,1349947413,37.82,11.1101,3.4041,1
-1083384630#2,1514895831,298584936,105.2,11.1101,9.4689,1
-1084117308#1,416299449,9934577770,382.82,11.11,34.4572,1
-1084372237#1,9936793088,380060486,55.0,11.11,4.9505,1
-1086321649#5,256993301,256993302,124.09,8.33,14.8968,1
-1090387669,298025682,cluster_286306354_340086015,222.42,13.89,16.013,1
-1090387673,298025699,298025682,76.03,13.8901,5.4737,1
-1093692645#1,416287016,416286375,75.82,11.11,6.8245,1
-1093692645#3,298585000,416287016,68.63,11.11,6.1773,1
-1093692829#1,416286375,416208085,90.84,11.11,8.1764,1
-1093693909#1,416208085,442755847,80.06,11.11,7.2061,1
-1093694367#1,416286375,416264089,86.16,11.11,7.7552,1
-1093694368#2,416264089,416224607,86.05,11.11,7.7453,1
-1097586597,340433834,422347593,114.23,8.33,13.7131,1
-1097586676#3,309711608,309711609,80.19,11.11,7.2178,1
-1097586676#7,309711607,309711608,84.98,11.1099,7.649,1
-1097586676#9,499953663,309711607,77.58,11.11,6.9829,1
-1097586698#1,408435644,408435646,90.65,11.11,8.1593,1
-1097586834#1,408435646,408435645,246.76,11.11,22.2106,1
-1105653636,298513376,10117541313,46.62,13.8899,3.3564,1
-1105653637#1,412935618,12912059504,117.9,13.89,8.4881,1
-1105653637#3,10117541314,412935618,24.85,13.8897,1.7891,1
-1106182514#4,412684305,412684309,286.08,11.11,25.7498,1
-1106182694#3,363714030,412684305,175.33,11.11,15.7813,1
-1106182871#0,1546157809,412684310,255.65,11.11,23.0108,1
-1106182871#2,363709174,1546157809,47.69,11.1101,4.2925,1
-1106182967,363709428,363709174,74.08,11.1099,6.6679,1
-1106183021#2,4080014768,4080014767,36.31,4.17,8.7074,1
-1106183021#5,4080014771,4080014768,34.78,4.17,8.3405,1
-1106183021#7,4080014773,4080014771,43.63,4.17,10.4628,1
-1106183072,7978961180,4080014771,50.34,4.17,12.0719,1
-1107889671#2,1489841890,392323912,111.2,11.11,10.009,1
-1107891951#1,418988941,10136635288,69.43,11.11,6.2493,1
-1107891951#5,418996080,418988941,122.58,11.11,11.0333,1
-1108254067#0,332419211,332419216,44.5,11.11,4.0054,1
-1108254067#2,332419193,332419211,85.27,11.11,7.6751,1
-1108254073,9442600169,418988976,1.96,11.1111,0.1764,2
-1109207334#1,363714030,363719039,164.92,11.11,14.8443,1
-1109207371#2,387553807,387944278,77.63,11.11,6.9874,1
-1110615406#3,338849150,2105727179,85.72,8.33,10.2905,1
-1116480694#2,295144589,295144588,82.65,13.8901,5.9503,1
-1116480699#2,295144600,329923257,93.16,13.89,6.707,1
-1117505217,442760457,300153147,139.68,11.11,12.5725,1
-1117506108#3,10220643199,1594214797,140.09,11.11,12.6094,1
-1117506109#3,418988940,10220643198,92.9,11.11,8.3618,1
-1126373902#2,1588087912,442755851,259.36,11.11,23.3447,1
-1130755851,329923312,10538055453,27.71,16.6697,1.6623,1
-1132593872,499953671,295406663,86.03,11.11,7.7435,1
-1132593873#1,287354804,13330071529,200.54,11.11,18.0504,1
-1159086379#1,294320272,294320267,103.35,11.11,9.3024,1
-1159086379#4,294320262,294320272,115.96,11.11,10.4374,1
-1159086380,13329700701,296266991,30.3,11.1099,2.7273,2
-1159086381#1,294320264,282723632,115.96,13.8899,8.3485,1
-1159086381#2,294320267,294320264,79.85,13.8901,5.7487,1
-1160957649#1,376119159,418996078,118.1,11.11,10.6301,1
-1160957651#1,412689918,376119159,80.11,11.11,7.2106,1
-1160957652#2,418996077,412689918,81.86,11.1101,7.3681,1
-1160957652#5,418996076,418996077,81.79,11.1101,7.3618,1
-1160957654#1,cluster_376119854_418996073_8190304826,418996074,84.59,11.1099,7.6139,1
-1161581671#2,418988949,418988948,189.44,11.11,17.0513,1
-1161581671#3,411932204,418988949,93.77,11.1101,8.4401,1
-1164299611#2,1594214784,416215978,76.02,11.11,6.8425,1
-1166011315,416237495,1667842661,47.13,11.1101,4.2421,1
-1177985060#3,329923351,329923312,110.65,11.11,9.9595,1
-1178811836#1,457749579,457749581,38.18,11.1101,3.4365,1
-1188522284#1,340085946,12761537057,46.51,8.33,5.5834,1
-1188522284#3,338450316,340085946,61.44,8.3299,7.3758,1
-1188522284#4,cluster_299045554_299045555_8637330184,338450316,62.41,8.33,7.4922,1
-1189775602,292190560,3241611539,31.77,11.1099,2.8596,1
-1189775604,292190560,8163580153,48.99,13.89,3.527,1
-1189775605,292190560,8163580146,62.43,13.89,4.4946,1
-1189775847#3,298509040,295406697,101.05,11.11,9.0954,1
-1189776503#4,295699950,298584871,119.76,11.11,10.7795,1
-1194880848,300186055,421146123,78.26,11.11,7.0441,1
-1196192976#1,297024110,297024112,71.07,11.1101,6.3969,1
-1196929615,8971292136,416211832,98.25,11.11,8.8434,1
-1196929617#1,416279122,444672672,171.84,11.11,15.4671,1
-1196929643#3,4313418422,416243573,336.95,11.11,30.3285,1
-1203315641,300190242,500375328,161.44,11.11,14.5311,2
-1206482076#2,250197471,250197468,161.43,8.33,19.3794,1
-1206482077#1,250197376,250197404,144.48,8.33,17.3445,1
-1208296568#1,338450214,11195990511,22.51,11.11,2.0261,1
-1209920417#5,340433857,10627514428,109.84,11.11,9.8866,1
-1210604495#0,283678987,9442789570,0.2,13.8889,0.0144,2
-1210604496#1,411932239,283678987,148.21,13.89,10.6703,2
-1214582542#3,253114354,253114349,86.76,8.33,10.4154,1
-1214582587#1,250197371,250197407,55.0,8.3301,6.6026,1
-1214923979#0,420326608,295699979,50.79,11.1099,4.5716,1
-1214923979#2,295699025,420326608,227.34,11.11,20.4626,1
-1215662200#1,1801260561,302857874,147.4,8.33,17.6951,1
-1215662201#3,308232155,308232159,83.71,8.33,10.0492,1
-1215662202#5,339271792,302857870,90.11,8.33,10.8175,1
-1215662203#4,252828863,252828919,84.87,8.33,10.1885,1
-1252609259#2,9442405984,21456881,101.21,13.8901,7.2865,3
-1253793166#2,255942741,1592064280,341.72,11.11,30.7579,1
-1257047395#0,363714039,363719043,125.83,11.11,11.3258,1
-1257047395#11,299045530,443127177,66.91,11.11,6.0225,1
-1257047395#3,335820946,363714039,109.97,11.11,9.8983,1
-1257047395#5,331969122,335820946,108.11,11.11,9.7309,1
-1257047395#6,331969254,331969122,80.53,11.11,7.2484,1
-1257047395#7,443127177,331969254,64.55,11.11,5.8101,1
-1257047423#1,280645744,9936793088,189.48,11.11,17.0549,1
-1264991141#2,6928676082,6084895932,70.31,13.89,5.0619,1
-1274741392#0,420326612,411929140,25.77,11.1102,2.3195,1
-1274741392#1,420326610,420326612,130.97,11.11,11.7885,1
-1274756235#2,cluster_1575070783_4612010953_4614302185_6091318473,1575070800,204.66,11.11,18.4212,1
-1276257988#1,443127185,299045511,71.57,11.1101,6.4419,1
-1277743747#1,7617097874,cluster_1475177974_293956350_8241462469,55.15,11.11,4.964,1
-1280784767#1,363719043,443127185,115.42,11.11,10.3888,1
-1283480506#1,442399964,290577275,100.68,11.11,9.0621,1
-1283482532#1,338450549,338450546,147.09,11.11,13.2394,1
-1283482532#2,338450550,338450549,0.2,11.1111,0.018,1
-1283482533#2,338450546,418988957,84.63,11.1099,7.6175,1
-1283482535#2,295699964,295699025,141.64,11.11,12.7489,1
-1283812546#1,442399963,298825558,73.35,11.1099,6.6022,1
-1283812546#3,442398939,442399963,125.15,11.11,11.2646,1
-1283812546#4,344967492,442398939,90.56,11.11,8.1512,1
-1283812546#5,299276338,344967492,85.46,11.11,7.6922,1
-1283812548#3,333850662,298825562,108.77,11.11,9.7903,1
-1284523985#1,390961829,332419680,394.55,13.89,28.4053,2
-1284524333#2,306013084,306013087,98.19,11.11,8.838,1
-1284524333#3,295406720,306013084,187.66,11.11,16.8911,1
-1284878799#5,255942735,255942725,86.65,8.33,10.4022,1
-1288540981,408435628,295699007,69.76,11.11,6.279,1
-1288541714#1,420326597,408435647,109.38,11.11,9.8452,1
-1291135986#1,9442600128,252828863,2.6,13.8889,0.1872,1
-1291967931#2,256993282,255942735,134.32,8.33,16.1248,1
-1291967932#2,255942732,256993282,149.3,8.33,17.9232,1
-1293297060,389902926,11989097530,62.82,11.1099,5.6544,1
-1293297061#1,cluster_287356562_334325617,295144461,54.69,13.8899,3.9374,1
-1294642483#2,421138233,335820951,48.57,13.8898,3.4968,1
-1294795038,4790263183,8192887980,8.8,11.1097,0.7921,1
-1294896911#1,308232164,299045563,85.63,8.33,10.2797,1
-1294896912#2,308232165,308232164,160.45,8.33,19.2617,1
-1294902007,309711629,1553073708,99.68,11.11,8.9721,1
-1299155917#0,331969334,412684310,288.05,11.11,25.9271,1
-1299155917#1,338450584,331969334,73.36,11.1099,6.6031,1
-1299155918#1,412684310,412684309,72.58,11.1099,6.5329,1
-1299164711#1,287356564,12035072774,93.54,11.1101,8.4194,1
-1299164712#1,12035072774,295406694,77.72,8.33,9.3301,1
-1299164713#2,12035072775,499953671,83.61,11.1099,7.5257,1
-1299177843#5,306201562,287356560,263.96,8.33,31.6879,1
-1299180792#1,1820676308,412689895,210.56,11.11,18.9523,1
-1299330491,287354799,418988965,18.28,11.1098,1.6454,1
-1299348105#1,416203321,418995332,51.31,11.1099,4.6184,1
-1299348827#1,517706896,412935618,168.23,11.11,15.1422,1
-1299350814#1,418988948,416294155,96.77,11.11,8.7102,2
-1300157752#2,442398939,416257066,94.27,11.1101,8.4851,1
-1300305316#4,2276974582,293956368,200.82,8.33,24.108,1
-1300310831#1,cluster_2465719590_2465719595_293459038,293459039,60.22,11.1101,5.4203,1
-1300310832#0,293459040,329923424,40.04,8.33,4.8067,1
-1300310832#3,293459039,293459040,166.92,8.33,20.0384,1
-1300312431#1,517706745,301490944,146.7,8.33,17.611,1
-1300312431#2,cluster_1721795850_517706752,517706745,10.46,8.33,1.2557,1
-1300400868#1,252828921,12044992548,54.57,13.8901,3.9287,1
-1301206498,cluster_250197382_338849141_6389831235,250197376,73.82,13.89,5.3146,1
-1301206499,12052070210,4616498255,28.61,13.8897,2.0598,1
-1301206500#3,250931960,12052070211,24.08,13.8902,1.7336,1
-1301392111#6,411648963,418991455,105.23,11.1101,9.4716,1
-1301392112#1,416235919,331969465,58.75,11.1101,5.288,1
-1301392113#10,cluster_280645653_310717282,310717268,226.65,11.11,20.4005,1
-1301392113#7,310717268,283678987,175.29,11.11,15.7777,1
-1301392114#2,387553807,299045530,141.74,11.11,12.7579,1
-1301392114#4,299045532,387553807,67.83,11.11,6.1053,1
-1301392114#5,380059958,299045532,71.13,11.1101,6.4023,1
-1301392114#8,1553074296,380059958,139.87,11.11,12.5896,1
-1301409525#1,cluster_338450314_412689899,12054185208,28.98,11.1098,2.6085,1
-1301409526#1,1999205832,cluster_306201556_339271925_339271926_340085904_#1more,105.81,11.1099,9.5239,1
-1303060994#1,cluster_15434372_4612010943_6091318476_6091318477,295406694,99.29,8.33,11.9196,1
-130351081,13329633894,282813661,34.3,11.11,3.0873,2
-130351083,294264112,294311865,65.95,13.8901,4.748,1
-1304343300#5,298584885,298509040,117.44,11.11,10.5707,1
-1305186235#1,302857870,9442675965,121.48,22.2202,5.4671,1
-1305186235#4,293302280,302857870,70.86,22.2201,3.189,1
-1305659439#1,442755847,416191189,126.23,11.11,11.3618,1
-1305659451,1475138181,345084898,531.89,11.11,47.8749,1
-1307367547#1,416214406,443127190,272.39,11.11,24.5176,1
-1308338677#1,1544266225,298513378,31.95,13.8901,2.3002,3
-1308539774#1,298826279,298826273,73.66,11.1099,6.6301,1
-1310769971#3,369887847,255942727,299.28,11.11,26.9379,1
-1310769979#4,13319810686,412689860,501.5,13.89,36.1051,1
-1310963344#1,416277599,442399963,77.88,11.11,7.0099,1
-1310963344#3,416259404,416277599,81.34,11.11,7.3213,1
-1310963345#1,442398939,416215119,77.73,11.11,6.9964,1
-1310963450#0,416279646,299276338,52.11,11.1099,4.6904,1
-1310963450#1,12134911232,416279646,92.5,11.11,8.3258,1
-1313017952#2,416215978,418988948,219.09,11.11,19.7201,2
-1313017953#2,416201077,416215978,84.1,11.1099,7.5698,2
-1318607642#14,256993287,256993286,305.13,8.33,36.6303,1
-1318607642#3,256993285,cluster_256993284_4612010951_4614303589_6091318462,80.83,8.33,9.7035,1
-1318607642#6,256993283,256993285,132.17,8.33,15.8667,1
-1318607642#9,256993286,256993283,114.59,8.33,13.7563,1
-132686423,1703857751,293911983,77.36,13.8899,5.5695,2
-133041330#10,309711627,293911791,213.13,11.11,19.1836,1
-133041330#3,310717268,411648963,86.5,11.11,7.7858,1
-133041330#7,293911791,310717268,145.88,11.11,13.1305,1
-1332930339#2,253262193,253262192,72.21,13.89,5.1987,1
-1333152006#1,335820951,298584837,91.99,13.8899,6.6228,1
-1333384888#1,299045598,339204557,67.65,8.33,8.1212,1
-1343335885#2,253262191,2713425617,4.06,8.3299,0.4874,1
-1343335885#9,253262190,253262191,259.02,8.33,31.0948,1
-1348013981#2,338450516,418988956,70.55,11.1101,6.3501,1
-1348014030#3,345085235,295144863,135.58,11.11,12.2034,1
-1348014030#4,345085226,345085235,28.01,11.1098,2.5212,1
-1348014030#6,cluster_295144875_295144877,345085226,28.25,11.1098,2.5428,1
-1348014033#2,517706894,306013455,79.73,11.11,7.1764,1
-1349462003#1,296266991,296501357,49.63,13.8899,3.5731,1
-1359965487#2,251576076,cluster_251576070_309711638,146.34,8.33,17.5678,1
-1359965488#1,340085945,302857874,35.31,13.8901,2.5421,1
-1359965488#3,302857875,340085945,34.11,13.8901,2.4557,1
-1359965493#2,280645611,1553072112,81.32,13.8899,5.8546,1
-1359965493#6,13131909139,280645611,88.71,13.89,6.3866,1
-1360246090#2,1573617448,13301907136,155.01,11.11,13.9523,1
-1360246092#1,287354804,1575070800,52.73,11.1099,4.7462,1
-1364075122#2,293302282,21456894,97.45,13.8901,7.0158,2
-1369079902,418996072,1544266225,142.81,13.89,10.2815,2
-137435479#1,1507618123,1507618124,60.49,13.8901,4.3549,1
-1376769307,286311097,2220284425,37.93,11.1101,3.414,1
-1376889049,344967583,13329574191,135.44,11.11,12.1908,1
-1377144093#1,cluster_15434382_4674699479_4674699484_8893238440_#2more,12751376331,60.55,13.8898,4.3593,2
-1377144100#0,442760425,12751376389,1.15,13.8889,0.0828,1
-1377144100#2,12751376390,442760425,7.3,13.8889,0.5256,1
-1377144102#1,335820892,12751376391,8.52,13.8898,0.6134,2
-1377144105,9584102237,12751665809,32.6,13.8901,2.347,1
-1378242894#1,12761537057,302857875,27.63,8.3301,3.3169,2
-1378242895#1,12761537059,296018207,38.35,22.2203,1.7259,2
-1378242896#2,12761537058,302857875,86.37,22.2202,3.887,1
-1378242897#1,340433794,12761537059,83.03,22.2201,3.7367,1
-1378442994,299027480,299027477,168.21,13.8899,12.1102,1
-1378442995,299027481,299027480,21.99,13.8896,1.5832,1
-1380614380#1,12782278410,114158636,30.19,16.6703,1.811,3
-1382744704,481695408,12802051734,25.21,16.67,1.5123,3
-1382907817#1,12803499336,421163789,12.21,13.8908,0.879,2
-1383914890#1,292443705,12813288166,30.46,16.6703,1.8272,2
-1383914890#4,292190605,292443705,83.27,16.67,4.9952,2
-1383942272#1,cluster_251576066_2614057273_2614057276_2614057277_#5more,12073327064,105.43,13.8899,7.5904,2
-1384258008#1,12816306815,1837119678,29.75,13.8902,2.1418,2
-1384258009,302464763,12816306815,14.75,13.8902,1.0619,2
-1390241127#2,114197516,302857898,40.92,8.3299,4.9124,1
-1390241127#4,339204563,114197516,160.65,8.33,19.2857,1
-1390241128#1,299045594,339204563,239.77,8.33,28.7839,1
-1390241128#2,336984436,299045594,94.98,8.33,11.4022,1
-1390241128#4,336984463,336984436,124.12,8.33,14.9004,1
-1394907768,12912059504,993665189,2.77,13.8917,0.1994,3
-1396504630,1475151214,418988967,79.45,13.8901,5.7199,1
-140025117#2,418988942,418988943,70.1,11.1101,6.3096,1
-140025117#4,418988939,418988942,56.57,11.11,5.0918,1
-140025117#6,418988940,418988939,63.71,11.1099,5.7345,1
-140025118#1,421155707,442760457,86.21,11.11,7.7597,1
-140025118#3,416215978,421155707,135.38,11.11,12.1854,1
-140025119#3,418988932,418988940,281.65,11.11,25.351,1
-1413213286,cluster_300707134_300707139,481695373,12.83,16.671,0.7696,1
-1413416068,292190585,cluster_300707134_300707139,47.1,16.6702,2.8254,2
-1414013313#3,12993728887,279068744,110.86,13.89,7.9813,1
-1414013314#0,345085231,12993728887,26.34,13.8902,1.8963,1
-1414013314#1,295144916,345085231,18.75,13.8899,1.3499,1
-1416294553,13015332260,329923312,34.01,16.6699,2.0402,2
-1416517089,13017180080,295144682,25.78,16.6699,1.5465,2
-1416517090,13017180081,1838323753,35.97,16.6698,2.1578,1
-1416517091,295144682,13017180081,23.29,16.6702,1.3971,1
-141893273#10,412689860,442435100,88.12,8.33,10.5786,1
-141893273#5,442435099,13131909139,75.91,8.33,9.1128,1
