0.0032 , 0.0017 , 0.0029 , 0.0012 ,
0.0017 , 0.0016 , 0.0013 , 0.0016 ,
0.0019 , 0.0018 , 0.003 , 0.0031 ,
0.001 , 0.0019 , 0.0027 , 0.0018 ,
0.0037 , 0.0033 , 0.0013 , 0.0012 ,
0.002 , 0.0033 , 0.0029 , 0.0012 ,
0.0014 , 0.0017 , 0.0016 , 0.0029 ,
0.0018 , 0.0014 , 0.0014 , 0.0014 ,
0.0016 , 0.002 , 0.0017 , 0.0011 ,
0.0036 , 0.0016 , 0.0014 , 0.0011 ,
0.0015 , 0.0032 , 0.0027 , 0.0014 ,
0.0015 , 0.0021 , 0.002 , 0.0017 ,
0.0032 , 0.0021 , 0.0022 , 0.0011 ,
0.0009 , 0.002 , 0.0016 , 0.0022 ,
0.0024 , 0.0022 , 0.0014 , 0.0023 ,
0.0022 , 0.0029 , 0.0013 , 0.0012 ,
0.0014 , 0.0011 , 0.0017 , 0.0018 ,
0.0016 , 0.0036 , 0.0017 , 0.0011 ,
0.0019 , 0.0015 , 0.0021 , 0.0009 ,
0.0024 , 0.0016 , 0.0029 , 0.002 ,
0.0008 , 0.0007 , 0.0024 , 0.0018 ,
0.0016 , 0.0027 , 0.0009 , 0.0013 ,
0.0019 , 0.0024 , 0.0039 , 0.0038 ,
0.0022 , 0.0012 , 0.002 , 0.0021 ,
0.0022 , 0.0015 , 0.0023 , 0.0011 ,
0.0034 , 0.0037 , 0.0024 , 0.0008 ,
0.0018 , 0.0007 , 0.0028 , 0.0007 ,
0.0016 , 0.0039 , 0.0021 , 0.0007 ,
0.0022 , 0.0027 , 0.0038 , 0.0022 ,
0.0028 , 0.0022 , 0.0023 , 0.0011 ,
0.0021 , 0.0012 , 0.0017 , 0.0009 ,
0.0023 , 0.0012 , 0.0024 , 0.0011 ,
0.0024 , 0.0029 , 0.0034 , 0.0024 ,
0.0006 , 0.03 , 0.0037 , 0.0029 ,
0.0006 , 0.024 , 0.03 , 0.024 ,
];

EdgeType = [
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" , "drive" ,
"drive" , "walk" , "drive" , "drive" , "drive" , "walk" , "walk" , "walk" ,
];

ExperimentType = "parameter_sensitivity";
ScaleCategory = "small";
VariedParameter = "spots_per_lot";
ActiveParameterValue = "10-20";
ParameterLabel = "spots_per_lot";

/*********************************************
 * Spot-level parking extension
 *********************************************/

AvailablePercentage = 0.1;
SpotCountRangeMin = 10;
SpotCountRangeMax = 20;
TotalSpots = 33;
SpotsPerLot = [
17, 16
];
AvailableSpotsPerLot = [
1, 1
];
SpotIds = [
"39_S001", "39_S002", "39_S003", "39_S004", "39_S005", "39_S006", "39_S007", "39_S008"
"39_S009", "39_S010", "39_S011", "39_S012", "39_S013", "39_S014", "39_S015", "39_S016"
"39_S017", "38_S001", "38_S002", "38_S003", "38_S004", "38_S005", "38_S006", "38_S007"
"38_S008", "38_S009", "38_S010", "38_S011", "38_S012", "38_S013", "38_S014", "38_S015"
"38_S016"
];
SpotLotNode = [
39, 39, 39, 39, 39, 39, 39, 39
39, 39, 39, 39, 39, 39, 39, 39
39, 38, 38, 38, 38, 38, 38, 38
38, 38, 38, 38, 38, 38, 38, 38
38
];
SpotLotIndex = [
1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1
1, 2, 2, 2, 2, 2, 2, 2
2, 2, 2, 2, 2, 2, 2, 2
2
];
SpotClass = [
"near", "near", "near", "near", "near", "near", "near", "near"
"near", "near", "near", "near", "near", "near", "near", "near"
"near", "near", "near", "near", "near", "near", "near", "near"
"near", "near", "near", "near", "near", "near", "near", "near"
"near"
];
SpotAvailable = [
0, 0, 0, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 0, 0, 0, 0, 0
0
];
SpotInternalDriveTime = [
0.001, 0.001115, 0.001335, 0.001481, 0.001614, 0.001804, 0.002034, 0.002102
0.002316, 0.002525, 0.002701, 0.002756, 0.003028, 0.003182, 0.003323, 0.003509
0.003641, 0.001067, 0.001182, 0.001445, 0.001516, 0.001772, 0.001871, 0.002084
0.002303, 0.002385, 0.002617, 0.002703, 0.002985, 0.00314, 0.003245, 0.003427
0.003614
];
SpotInternalWalkTime = [
0.002144, 0.002553, 0.003, 0.003372, 0.003731, 0.004148, 0.004604, 0.004899
0.00534, 0.005775, 0.006178, 0.00646, 0.006958, 0.007338, 0.007706, 0.008119
0.008477, 0.002474, 0.002838, 0.003351, 0.003672, 0.004178, 0.004526, 0.004989
0.005457, 0.00579, 0.006271, 0.006606, 0.007138, 0.007543, 0.007898, 0.008329
0.008766
];
SpotParentCost = [
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16, 19.16
19.16, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34
19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34, 19.34
19.34
];
SpotCost = [
19, 19.07, 19.12, 19.22, 19.27, 19.35, 19.38, 19.48
19.53, 19.58, 19.64, 19.71, 19.79, 19.82, 19.92, 19.98
20.04, 19.23, 19.3, 19.41, 19.45, 19.54, 19.59, 19.65
19.72, 19.77, 19.83, 19.92, 19.97, 20.01, 20.09, 20.15
20.25
];
