edge_id,from_node,to_node,length_m,speed_mps,drive_time_s,num_lanes
-1082558012#1,cluster_420326593_420326614,416280816,52.02,7.314,7.1124,1
-1082558170#0,442755853,299045545,140.6,7.3141,19.2232,1
-1082558170#1,1349947413,442755853,82.17,7.3141,11.2344,1
-1082558170#2,442755852,1349947413,37.82,7.3141,5.1708,1
-1083384630#2,1514895831,298584936,105.2,7.3141,14.3831,1
-1084117308#1,416299449,9934577770,382.82,7.3141,52.3401,1
-1084372237#1,9936793088,380060486,55.0,7.3141,7.5197,1
-1086321649#5,256993301,256993302,124.09,5.4839,22.6281,1
-1090387669,298025682,cluster_286306354_340086015,222.42,9.1442,24.3235,1
-1090387673,298025699,298025682,76.03,9.1443,8.3145,1
-1093692645#1,416287016,416286375,75.82,7.3141,10.3663,1
-1093692645#3,298585000,416287016,68.63,7.3141,9.3832,1
-1093692829#1,416286375,416208085,90.84,7.3141,12.4198,1
-1093693909#1,416208085,442755847,80.06,7.3141,10.946,1
-1093694367#1,416286375,416264089,86.16,7.314,11.7801,1
-1093694368#2,416264089,416224607,86.05,7.3141,11.765,1
-1097586597,340433834,422347593,114.23,5.4839,20.83,1
-1097586676#3,309711608,309711609,80.19,7.3141,10.9637,1
-1097586676#7,309711607,309711608,84.98,7.3141,11.6187,1
-1097586676#9,499953663,309711607,77.58,7.3141,10.6069,1
-1097586698#1,408435644,408435646,90.65,7.3141,12.3939,1
-1097586834#1,408435646,408435645,246.76,7.3141,33.7376,1
-1105653636,298513376,10117541313,46.62,9.1442,5.0983,1
-1105653637#1,412935618,12912059504,117.9,9.1443,12.8933,1
-1105653637#3,10117541314,412935618,24.85,9.1441,2.7176,1
-1106182514#4,412684305,412684309,286.08,7.3141,39.1136,1
-1106182694#3,363714030,412684305,175.33,7.3141,23.9716,1
-1106182871#0,1546157809,412684310,255.65,7.3141,34.9531,1
-1106182871#2,363709174,1546157809,47.69,7.3141,6.5203,1
-1106182967,363709428,363709174,74.08,7.314,10.1285,1
-1106183021#2,4080014768,4080014767,36.31,2.7453,13.2264,1
-1106183021#5,4080014771,4080014768,34.78,2.7453,12.6691,1
-1106183021#7,4080014773,4080014771,43.63,2.7453,15.8929,1
-1106183072,7978961180,4080014771,50.34,2.7453,18.3371,1
-1107889671#2,1489841890,392323912,111.2,7.3141,15.2035,1
-1107891951#1,418988941,10136635288,69.43,7.3141,9.4926,1
-1107891951#5,418996080,418988941,122.58,7.3141,16.7594,1
-1108254067#0,332419211,332419216,44.5,7.314,6.0842,1
-1108254067#2,332419193,332419211,85.27,7.314,11.6584,1
-1108254073,9442600169,418988976,1.96,7.3162,0.2679,2
-1109207334#1,363714030,363719039,164.92,7.3141,22.5483,1
-1109207371#2,387553807,387944278,77.63,7.3141,10.6138,1
-1110615406#3,338849150,2105727179,85.72,5.4839,15.6311,1
-1116480694#2,295144589,295144588,82.65,9.1443,9.0384,1
-1116480699#2,295144600,329923257,93.16,9.1443,10.1878,1
-1117505217,442760457,300153147,139.68,7.314,19.0975,1
-1117506108#3,10220643199,1594214797,140.09,7.3141,19.1535,1
-1117506109#3,418988940,10220643198,92.9,7.3141,12.7015,1
-1126373902#2,1588087912,442755851,259.36,7.3141,35.4603,1
-1130755851,329923312,10538055453,27.71,10.9743,2.525,1
-1132593872,499953671,295406663,86.03,7.314,11.7623,1
-1132593873#1,287354804,13330071529,200.54,7.3141,27.4183,1
-1159086379#1,294320272,294320267,103.35,7.3141,14.1302,1
-1159086379#4,294320262,294320272,115.96,7.3141,15.8543,1
-1159086380,13329700701,296266991,30.3,7.3141,4.1427,2
-1159086381#1,294320264,282723632,115.96,9.1442,12.6813,1
-1159086381#2,294320267,294320264,79.85,9.1443,8.7322,1
-1160957649#1,376119159,418996078,118.1,7.3141,16.147,1
-1160957651#1,412689918,376119159,80.11,7.3141,10.9528,1
-1160957652#2,418996077,412689918,81.86,7.3141,11.1921,1
-1160957652#5,418996076,418996077,81.79,7.3141,11.1825,1
-1160957654#1,cluster_376119854_418996073_8190304826,418996074,84.59,7.3141,11.5654,1
-1161581671#2,418988949,418988948,189.44,7.3141,25.9007,1
-1161581671#3,411932204,418988949,93.77,7.3141,12.8204,1
-1164299611#2,1594214784,416215978,76.02,7.314,10.3937,1
-1166011315,416237495,1667842661,47.13,7.3141,6.4437,1
-1177985060#3,329923351,329923312,110.65,7.3141,15.1284,1
-1178811836#1,457749579,457749581,38.18,7.3142,5.22,1
-1188522284#1,340085946,12761537057,46.51,5.484,8.4811,1
-1188522284#3,338450316,340085946,61.44,5.4839,11.2037,1
-1188522284#4,cluster_299045554_299045555_8637330184,338450316,62.41,5.4839,11.3806,1
-1189775602,292190560,3241611539,31.77,7.314,4.3437,1
-1189775604,292190560,8163580153,48.99,9.1442,5.3575,1
-1189775605,292190560,8163580146,62.43,9.1443,6.8272,1
-1189775847#3,298509040,295406697,101.05,7.3141,13.8158,1
-1189776503#4,295699950,298584871,119.76,7.3141,16.3739,1
-1194880848,300186055,421146123,78.26,7.3141,10.6999,1
-1196192976#1,297024110,297024112,71.07,7.3141,9.7168,1
-1196929615,8971292136,416211832,98.25,7.3141,13.433,1
-1196929617#1,416279122,444672672,171.84,7.3141,23.4943,1
-1196929643#3,4313418422,416243573,336.95,7.3141,46.0686,1
-1203315641,300190242,500375328,161.44,7.314,22.0726,2
-1206482076#2,250197471,250197468,161.43,5.4839,29.4371,1
-1206482077#1,250197376,250197404,144.48,5.4839,26.3461,1
-1208296568#1,338450214,11195990511,22.51,7.3141,3.0776,1
-1209920417#5,340433857,10627514428,109.84,7.3141,15.0176,1
-1210604495#0,283678987,9442789570,0.2,9.1324,0.0219,2
-1210604496#1,411932239,283678987,148.21,9.1442,16.2081,2
-1214582542#3,253114354,253114349,86.76,5.4839,15.8209,1
-1214582587#1,250197371,250197407,55.0,5.4839,10.0293,1
-1214923979#0,420326608,295699979,50.79,7.314,6.9442,1
-1214923979#2,295699025,420326608,227.34,7.3141,31.0824,1
-1215662200#1,1801260561,302857874,147.4,5.4839,26.8786,1
-1215662201#3,308232155,308232159,83.71,5.4839,15.2646,1
-1215662202#5,339271792,302857870,90.11,5.4839,16.4316,1
-1215662203#4,252828863,252828919,84.87,5.4839,15.4762,1
-1252609259#2,9442405984,21456881,101.21,9.1443,11.0681,3
-1253793166#2,255942741,1592064280,341.72,7.3141,46.7209,1
-1257047395#0,363714039,363719043,125.83,7.3141,17.2037,1
-1257047395#11,299045530,443127177,66.91,7.3141,9.1481,1
-1257047395#3,335820946,363714039,109.97,7.3141,15.0354,1
-1257047395#5,331969122,335820946,108.11,7.3141,14.7811,1
-1257047395#6,331969254,331969122,80.53,7.3141,11.0102,1
-1257047395#7,443127177,331969254,64.55,7.314,8.8255,1
-1257047423#1,280645744,9936793088,189.48,7.3141,25.9062,1
-1264991141#2,6928676082,6084895932,70.31,9.1442,7.689,1
-1274741392#0,420326612,411929140,25.77,7.3142,3.5233,1
-1274741392#1,420326610,420326612,130.97,7.3141,17.9066,1
-1274756235#2,cluster_1575070783_4612010953_4614302185_6091318473,1575070800,204.66,7.3141,27.9816,1
-1276257988#1,443127185,299045511,71.57,7.3141,9.7852,1
-1277743747#1,7617097874,cluster_1475177974_293956350_8241462469,55.15,7.314,7.5403,1
-1280784767#1,363719043,443127185,115.42,7.3141,15.7805,1
-1283480506#1,442399964,290577275,100.68,7.3141,13.7652,1
-1283482532#1,338450549,338450546,147.09,7.3141,20.1105,1
-1283482532#2,338450550,338450549,0.2,7.326,0.0273,1
-1283482533#2,338450546,418988957,84.63,7.314,11.5709,1
-1283482535#2,295699964,295699025,141.64,7.3141,19.3654,1
-1283812546#1,442399963,298825558,73.35,7.314,10.0287,1
-1283812546#3,442398939,442399963,125.15,7.3141,17.1108,1
-1283812546#4,344967492,442398939,90.56,7.3141,12.3816,1
-1283812546#5,299276338,344967492,85.46,7.314,11.6844,1
-1283812548#3,333850662,298825562,108.77,7.3141,14.8713,1
-1284523985#1,390961829,332419680,394.55,9.1443,43.1473,2
-1284524333#2,306013084,306013087,98.19,7.3141,13.4248,1
-1284524333#3,295406720,306013084,187.66,7.3141,25.6574,1
-1284878799#5,255942735,255942725,86.65,5.4839,15.8008,1
-1288540981,408435628,295699007,69.76,7.3141,9.5377,1
-1288541714#1,420326597,408435647,109.38,7.3141,14.9547,1
-1291135986#1,9442600128,252828863,2.6,9.1421,0.2844,1
-1291967931#2,256993282,255942735,134.32,5.4839,24.4934,1
-1291967932#2,255942732,256993282,149.3,5.4839,27.2251,1
-1293297060,389902926,11989097530,62.82,7.314,8.589,1
-1293297061#1,cluster_287356562_334325617,295144461,54.69,9.1441,5.9809,1
-1294642483#2,421138233,335820951,48.57,9.1441,5.3116,1
-1294795038,4790263183,8192887980,8.8,7.3138,1.2032,1
-1294896911#1,308232164,299045563,85.63,5.4839,15.6147,1
-1294896912#2,308232165,308232164,160.45,5.4839,29.2583,1
-1294902007,309711629,1553073708,99.68,7.3141,13.6285,1
-1299155917#0,331969334,412684310,288.05,7.3141,39.3829,1
-1299155917#1,338450584,331969334,73.36,7.3141,10.03,1
-1299155918#1,412684310,412684309,72.58,7.314,9.9234,1
-1299164711#1,287356564,12035072774,93.54,7.3141,12.789,1
-1299164712#1,12035072774,295406694,77.72,5.4839,14.1723,1
-1299164713#2,12035072775,499953671,83.61,7.3141,11.4314,1
-1299177843#5,306201562,287356560,263.96,5.4839,48.1335,1
-1299180792#1,1820676308,412689895,210.56,7.3141,28.7883,1
-1299330491,287354799,418988965,18.28,7.314,2.4993,1
-1299348105#1,416203321,418995332,51.31,7.314,7.0153,1
-1299348827#1,517706896,412935618,168.23,7.3141,23.0008,1
-1299350814#1,418988948,416294155,96.77,7.314,13.2307,2
-1300157752#2,442398939,416257066,94.27,7.3141,12.8888,1
-1300305316#4,2276974582,293956368,200.82,5.4839,36.6197,1
-1300310831#1,cluster_2465719590_2465719595_293459038,293459039,60.22,7.3141,8.2334,1
-1300310832#0,293459040,329923424,40.04,5.484,7.3013,1
-1300310832#3,293459039,293459040,166.92,5.4839,30.4381,1
-1300312431#1,517706745,301490944,146.7,5.4839,26.7509,1
-1300312431#2,cluster_1721795850_517706752,517706745,10.46,5.4839,1.9074,1
-1300400868#1,252828921,12044992548,54.57,9.1444,5.9676,1
-1301206498,cluster_250197382_338849141_6389831235,250197376,73.82,9.1443,8.0728,1
-1301206499,12052070210,4616498255,28.61,9.1441,3.1288,1
-1301206500#3,250931960,12052070211,24.08,9.1444,2.6333,1
-1301392111#6,411648963,418991455,105.23,7.3141,14.3872,1
-1301392112#1,416235919,331969465,58.75,7.3141,8.0324,1
-1301392113#10,cluster_280645653_310717282,310717268,226.65,7.3141,30.9881,1
-1301392113#7,310717268,283678987,175.29,7.3141,23.9661,1
-1301392114#2,387553807,299045530,141.74,7.3141,19.3791,1
-1301392114#4,299045532,387553807,67.83,7.3141,9.2739,1
-1301392114#5,380059958,299045532,71.13,7.3141,9.725,1
-1301392114#8,1553074296,380059958,139.87,7.3141,19.1234,1
-1301409525#1,cluster_338450314_412689899,12054185208,28.98,7.3139,3.9623,1
-1301409526#1,1999205832,cluster_306201556_339271925_339271926_340085904_#1more,105.81,7.314,14.4667,1
-1303060994#1,cluster_15434372_4612010943_6091318476_6091318477,295406694,99.29,5.4839,18.1057,1
-130351081,13329633894,282813661,34.3,7.3141,4.6896,2
-130351083,294264112,294311865,65.95,9.1442,7.2122,1
-1304343300#5,298584885,298509040,117.44,7.314,16.0568,1
-1305186235#1,302857870,9442675965,121.48,14.6282,8.3045,1
-1305186235#4,293302280,302857870,70.86,14.6281,4.8441,1
-1305659439#1,442755847,416191189,126.23,7.3141,17.2584,1
-1305659451,1475138181,345084898,531.89,7.3141,72.7214,1
-1307367547#1,416214406,443127190,272.39,7.3141,37.2419,1
-1308338677#1,1544266225,298513378,31.95,9.1442,3.494,3
-1308539774#1,298826279,298826273,73.66,7.3141,10.071,1
-1310769971#3,369887847,255942727,299.28,7.3141,40.9183,1
-1310769979#4,13319810686,412689860,501.5,9.1443,54.8432,1
-1310963344#1,416277599,442399963,77.88,7.3141,10.6479,1
-1310963344#3,416259404,416277599,81.34,7.3141,11.121,1
-1310963345#1,442398939,416215119,77.73,7.3141,10.6274,1
-1310963450#0,416279646,299276338,52.11,7.314,7.1247,1
-1310963450#1,12134911232,416279646,92.5,7.3141,12.6468,1
-1313017952#2,416215978,418988948,219.09,7.3141,29.9546,2
-1313017953#2,416201077,416215978,84.1,7.3141,11.4984,2
-1318607642#14,256993287,256993286,305.13,5.4839,55.641,1
-1318607642#3,256993285,cluster_256993284_4612010951_4614303589_6091318462,80.83,5.4839,14.7395,1
-1318607642#6,256993283,256993285,132.17,5.4839,24.1013,1
-1318607642#9,256993286,256993283,114.59,5.4839,20.8956,1
-132686423,1703857751,293911983,77.36,9.1442,8.46,2
-133041330#10,309711627,293911791,213.13,7.3141,29.1396,1
-133041330#3,310717268,411648963,86.5,7.3141,11.8265,1
-133041330#7,293911791,310717268,145.88,7.3141,19.9451,1
-1332930339#2,253262193,253262192,72.21,9.1442,7.8968,1
-1333152006#1,335820951,298584837,91.99,9.1442,10.0599,1
-1333384888#1,299045598,339204557,67.65,5.4839,12.336,1
-1343335885#2,253262191,2713425617,4.06,5.4835,0.7404,1
-1343335885#9,253262190,253262191,259.02,5.4839,47.2326,1
-1348013981#2,338450516,418988956,70.55,7.3141,9.6457,1
-1348014030#3,345085235,295144863,135.58,7.3141,18.5368,1
-1348014030#4,345085226,345085235,28.01,7.3139,3.8297,1
-1348014030#6,cluster_295144875_295144877,345085226,28.25,7.3139,3.8625,1
-1348014033#2,517706894,306013455,79.73,7.3141,10.9009,1
-1349462003#1,296266991,296501357,49.63,9.1442,5.4275,1
-1359965487#2,251576076,cluster_251576070_309711638,146.34,5.4839,26.6853,1
-1359965488#1,340085945,302857874,35.31,9.1444,3.8614,1
-1359965488#3,302857875,340085945,34.11,9.1443,3.7302,1
-1359965493#2,280645611,1553072112,81.32,9.1442,8.8931,1
-1359965493#6,13131909139,280645611,88.71,9.1442,9.7012,1
-1360246090#2,1573617448,13301907136,155.01,7.3141,21.1934,1
-1360246092#1,287354804,1575070800,52.73,7.3141,7.2094,1
-1364075122#2,293302282,21456894,97.45,9.1443,10.6569,2
-1369079902,418996072,1544266225,142.81,9.1442,15.6175,2
-137435479#1,1507618123,1507618124,60.49,9.1444,6.615,1
-1376769307,286311097,2220284425,37.93,7.3142,5.1858,1
-1376889049,344967583,13329574191,135.44,7.3141,18.5177,1
-1377144093#1,cluster_15434382_4674699479_4674699484_8893238440_#2more,12751376331,60.55,9.1442,6.6217,2
-1377144100#0,442760425,12751376389,1.15,9.1415,0.1258,1
-1377144100#2,12751376390,442760425,7.3,9.1433,0.7984,1
-1377144102#1,335820892,12751376391,8.52,9.1446,0.9317,2
-1377144105,9584102237,12751665809,32.6,9.1442,3.5651,1
-1378242894#1,12761537057,302857875,27.63,5.484,5.0383,2
-1378242895#1,12761537059,296018207,38.35,14.6285,2.6216,2
-1378242896#2,12761537058,302857875,86.37,14.6283,5.9043,1
-1378242897#1,340433794,12761537059,83.03,14.6283,5.676,1
-1378442994,299027480,299027477,168.21,9.1442,18.3952,1
-1378442995,299027481,299027480,21.99,9.1438,2.4049,1
-1380614380#1,12782278410,114158636,30.19,10.9746,2.7509,3
-1382744704,481695408,12802051734,25.21,10.9742,2.2972,3
-1382907817#1,12803499336,421163789,12.21,9.1447,1.3352,2
-1383914890#1,292443705,12813288166,30.46,10.9746,2.7755,2
-1383914890#4,292190605,292443705,83.27,10.9745,7.5876,2
-1383942272#1,cluster_251576066_2614057273_2614057276_2614057277_#5more,12073327064,105.43,9.1442,11.5297,2
-1384258008#1,12816306815,1837119678,29.75,9.1443,3.2534,2
-1384258009,302464763,12816306815,14.75,9.1445,1.613,2
-1390241127#2,114197516,302857898,40.92,5.4839,7.4619,1
-1390241127#4,339204563,114197516,160.65,5.4839,29.2947,1
-1390241128#1,299045594,339204563,239.77,5.4839,43.7224,1
-1390241128#2,336984436,299045594,94.98,5.4839,17.3198,1
-1390241128#4,336984463,336984436,124.12,5.4839,22.6335,1
-1394907768,12912059504,993665189,2.77,9.1449,0.3029,3
-1396504630,1475151214,418988967,79.45,9.1443,8.6885,1
-140025117#2,418988942,418988943,70.1,7.3141,9.5842,1
-140025117#4,418988939,418988942,56.57,7.3141,7.7344,1
-140025117#6,418988940,418988939,63.71,7.3141,8.7106,1
-140025118#1,421155707,442760457,86.21,7.3141,11.7869,1
-140025118#3,416215978,421155707,135.38,7.3141,18.5095,1
-140025119#3,418988932,418988940,281.65,7.3141,38.5078,1
-1413213286,cluster_300707134_300707139,481695373,12.83,10.9752,1.169,1
-1413416068,292190585,cluster_300707134_300707139,47.1,10.9747,4.2917,2
-1414013313#3,12993728887,279068744,110.86,9.1442,12.1235,1
-1414013314#0,345085231,12993728887,26.34,9.1442,2.8805,1
-1414013314#1,295144916,345085231,18.75,9.1441,2.0505,1
